stock_code,stock_name,股票代码,每股收益,营业总收入-营业总收入,营业总收入-同比增长,营业总收入-季度环比增长,净利润-净利润,净利润-同比增长,净利润-季度环比增长,净资产收益率,每股经营现金流量,销售毛利率,所处行业,最新公告日期
sz300598,诚迈科技,300598,-0.3793,1407414577.08,3.4426627602,22.0295,-82248235.45,46.25,-165.7924,-5.48,-0.62386451259,16.3708651198,软件开发,2024-10-25
sz300599,雄塑科技,300599,-0.13,753475150.06,-21.8890643337,-3.8083,-46640658.13,-294.6,37.1841,-2.6,-0.16644101426,9.3840214909,装修建材,2024-10-29
sz300600,ST瑞科,300600,-0.0806,180746834.88,27.5324674301,-19.7905,-23709323.33,18.35,1.5431,-2.54,-0.042735986958,26.4911942673,船舶制造,2024-10-24
sz300601,康泰生物,300601,0.31,2018201664.48,-18.1079120307,8.7593,351095608.08,-49.63,66.944,3.6,0.211479730415,83.449598894,生物制品,2024-10-26
sz300602,飞荣达,300602,0.1798,3422978104.16,17.5281101144,5.6669,103743307.66,111.26,43.3701,2.75,0.139029109144,18.2664875758,消费电子,2024-10-30
sz300603,立昂技术,300603,0.012,526102865.61,-0.9109537815,36.3754,5525748.42,426.18,192.9919,0.38,-0.052521968635,14.7049912968,通信服务,2024-10-26
sz300604,长川科技,300604,0.5728,2535398795.77,109.7165303508,3.9804,357398821.04,26858.78,-32.3933,11.54,0.676445961735,56.0567434094,半导体,2024-10-24
sz300605,恒锋信息,300605,-0.15,190641350.78,-52.9953927481,100.4354,-24620081.26,-245.74,74.7628,-4.32,-0.637057198534,28.2066436321,软件开发,2024-10-30
sz300606,金太阳,300606,0.15,347564372.63,-12.0402940394,-17.4761,20397351.14,-36.24,-60.327,2.9,0.348115493766,25.2874764335,通用设备,2024-10-30
sz300607,拓斯达,300607,0.02,2235113522.5,-30.9600093519,-29.2066,9023671.5,-92.99,-558.8947,0.38,-0.052043719658,20.3149161879,通用设备,2024-10-25
sz300608,思特奇,300608,-0.47,322700534.78,-19.547883133,-43.3925,-154813909.08,-130.22,-139.6356,-10.19,-0.213160596877,12.0278938293,软件开发,2024-10-24
sz300609,汇纳科技,300609,-0.3203,189755299.26,-1.0936635488,-9.8532,-38778184.32,-17.19,48.2783,-3.67,-0.356061732971,51.0641409425,互联网服务,2024-10-30
sz300610,晨化股份,300610,0.31,685490131.37,-4.5526263394,-3.9184,66679663.27,70.61,61.6069,5.94,0.487474245144,19.9673908896,塑料制品,2024-10-18
sz300611,美力科技,300611,0.37,1125230242.22,21.1589873132,-2.1946,77565257.46,154.61,0.594,7.57,0.374773005839,21.8543382175,汽车零部件,2024-10-25
sz300612,宣亚国际,300612,-0.13,428843553.73,-34.4301126748,-47.2287,-22436452.26,-805.83,-232.1967,-5.32,-0.156613347787,21.618271536,文化传媒,2024-10-28
sz300613,富瀚微,300613,0.81,1302214976.42,-3.491490067,13.3674,185671030.12,3.27,16.7146,7.05,1.122636700062,37.8585107449,半导体,2024-10-29
sz300614,百川畅银,300614,-0.46,342684927.59,-5.4955450292,-14.0555,-74338190.96,-1396.37,7.1309,-4.68,0.170054125457,16.9978232599,环保行业,2024-10-29
sz300615,欣天科技,300615,-0.0921,178600311.18,-68.1677360524,51.8947,-17669498.27,-122.59,137.2507,-3.35,0.012129415703,20.342412446,通信设备,2024-10-29
sz300616,尚品宅配,300616,-0.54,2731896184.18,-22.2170115119,9.5741,-114157376.5,-2904.94,57.4089,-3.15,-0.432489492953,31.925959703,装修建材,2024-10-30
sz300617,安靠智电,300617,0.83,669025284.92,-1.5118189316,-20.1776,135992867.48,-15.52,-35.6142,4.9,-0.465608137041,40.7504741338,电网设备,2024-10-23
sz300618,寒锐钴业,300618,0.54,4181210672.84,12.4846697409,29.8464,167165304.66,28.09,225.9807,3.18,0.556942461089,16.699329088,能源金属,2024-10-26
sz300619,金银河,300619,-0.0733,1277398247.42,-32.4994904017,4.5045,-9817324.03,-109.03,93.7302,-0.59,-3.402373432443,18.7720922167,电池,2024-10-30
sz300620,光库科技,300620,0.2253,738946754.08,41.0027742925,21.5679,55808805.54,19.53,6.8019,3.03,0.592734017056,35.8813042734,通信设备,2024-10-23
sz300621,维业股份,300621,0.06,9538669611.9,-18.6406114517,-51.0557,13312817.23,-40.98,-38.3004,1.55,-1.444917339985,5.2425539275,装修装饰,2024-10-25
sz300622,博士眼镜,300622,0.48,915266819.34,1.0871180587,3.0482,83484416.41,-14.46,13.7136,10.46,1.286415850915,58.5500004126,商业百货,2024-10-30
sz300623,捷捷微电,300623,0.45,2006006681.84,40.6287819551,0.0702,332626482.73,133.37,-2.786,8.5,0.741734168376,38.2151334868,半导体,2024-10-25
sz300624,万兴科技,300624,-0.03,1052864618.62,-3.9114392176,0.0962,-5497330.36,-108.48,-2487.4373,-0.42,0.037323882707,93.7212286745,软件开发,2024-10-25
sz300625,三雄极光,300625,0.2197,1493300771.23,-10.9860447171,-12.3158,61355790.92,-57.41,-30.1013,2.0,-0.034224277649,32.5671463753,家电行业,2024-10-26
sz300626,华瑞股份,300626,0.0923,549530009.47,12.4809931227,11.3404,16611937.23,69.22,12.8082,3.0,0.108162622722,18.2286490153,电机,2024-10-30
sz300627,华测导航,300627,0.7159,2267526865.28,24.2247164487,-9.6557,389692869.38,37.84,-6.5614,11.92,-0.092959073834,59.180664362,通信设备,2024-10-24
sz300628,亿联网络,300628,1.6337,4109744219.82,27.4865586438,-4.034,2064633892.69,27.91,-11.0262,24.1,1.559321397441,65.8098264297,通信设备,2024-10-23
sz300629,新劲刚,300629,0.4504,403759785.15,5.2592742094,-10.5472,112744718.78,0.66,-8.3122,6.76,-0.199788013029,66.3582333244,通信设备,2024-10-29
sz300630,*ST普利,300630,-0.22,625244163.33,0.336932926,43.1978,-98270117.53,-204.89,66.4318,-3.44,-0.385567135124,59.8255791126,化学制药,2024-11-04
sz300631,久吾高科,300631,0.1614,300613690.12,-37.8514118011,-17.2008,20299748.99,75.91,488.2331,1.69,0.49489877033,35.2673004206,环保行业,2024-10-22
sz300632,光莆股份,300632,0.235,639789327.88,-15.5082659234,1.3752,71705906.75,-35.53,19.5652,3.71,0.092721106533,30.9232828524,光学光电子,2024-10-26
sz300633,开立医疗,300633,0.252,1398196592.81,-4.7441531543,-27.721,108985799.47,-66.01,-187.504,3.36,0.073735061952,66.5852625702,医疗器械,2024-10-26
sz300634,彩讯股份,300634,0.44,1210470656.38,10.7204453914,20.3861,195174408.46,-36.36,125.4388,7.43,-0.094140692824,40.3964007614,互联网服务,2024-10-26
sz300635,中达安,300635,0.0165,493816468.65,5.2006630433,-2.4205,2242846.96,-40.96,-158.0383,0.53,-0.783014515045,22.7487511741,工程咨询服务,2024-10-29
sz300636,同和药业,300636,0.228,569933408.38,1.8353114952,6.9963,95736461.6,21.72,0.751,4.22,0.384705344149,33.6605074662,化学制药,2024-10-24
sz300637,扬帆新材,300637,-0.1154,495914029.76,-5.731625373,-5.6758,-27095667.71,-293.04,24.9449,-3.99,0.088436575775,13.7656045329,电子化学品,2024-10-30
sz300638,广和通,300638,0.8543,6216604579.49,5.1195389201,9.7438,651930880.15,43.22,118.6882,19.69,0.256961982318,20.712207548,通信设备,2024-10-29
sz300639,凯普生物,300639,-0.4068,610244080.75,-28.2596589655,-10.8175,-261923132.65,-252.19,-195.638,-5.75,0.068661043206,53.8140467166,医疗器械,2024-10-30
sz300640,德艺文创,300640,0.0361,665066307.49,21.1611431413,12.9334,11290293.47,-49.01,2020.732,1.37,-0.116155642952,16.8522463306,家用轻工,2024-10-29
sz300641,正丹股份,300641,1.6442,2595761797.97,130.2829617559,40.4542,824867980.53,2949.37,137.5021,39.85,0.70469140121,38.635526988,化学制品,2024-10-16
sz300642,透景生命,300642,0.1503,320918983.86,-20.006746029,-14.152,24392882.81,-43.16,59.6754,1.59,0.682176663785,64.9393765689,医疗器械,2024-10-25
sz300643,万通智控,300643,0.37,801807675.3,-2.8614432173,-6.7754,84714582.8,0.15,-27.6316,7.86,0.636274406461,33.5803518555,汽车零部件,2024-10-29
sz300644,南京聚隆,300644,0.5255,1612173948.31,29.472075608,11.1228,56193884.93,5.44,-13.8224,6.35,1.013609487858,14.8081847353,塑料制品,2024-10-28
sz300645,正元智慧,300645,0.07,750379997.37,1.0521620708,8.1674,10037914.05,-67.21,876.4373,0.92,-1.268222846385,44.098334865,互联网服务,2024-10-29
sz300647,超频三,300647,-0.1,540974183.14,-22.8629165107,-16.4165,-46820669.88,15.36,-36.7645,-4.83,-0.178620465653,16.1823841041,消费电子,2024-10-30
sz300648,星云股份,300648,-0.3203,801415694.84,16.4293768805,-35.5822,-47329582.48,41.96,47.6051,-5.66,0.557827456383,34.5994704365,电池,2024-10-30
sz300649,杭州园林,300649,-0.13,151293491.62,-25.8532366106,20.0335,-16588939.93,-212.4,104.5722,-3.11,-0.085559501301,16.1951911002,工程咨询服务,2024-10-30
sz300650,太龙股份,300650,0.16,1945232169.9,6.7614738634,17.9002,34922272.71,27.18,-14.7251,2.89,0.719010271671,8.2880002709,光学光电子,2024-10-29
sz300651,金陵体育,300651,0.1692,256464247.49,-19.8905954748,23.9114,21781637.92,-41.96,-21.7984,2.67,0.059168309826,31.7344170412,家用轻工,2024-10-23
sz300652,雷迪克,300652,0.91,514581835.96,11.2385570768,12.076,93001223.63,0.04,32.4556,5.4,0.510432936442,31.4309573633,汽车零部件,2024-10-29
sz300653,正海生物,300653,0.69,291348252.99,-9.4577444547,-13.8994,125055698.08,-15.69,-14.5169,12.99,0.674852804222,87.6099057538,医疗器械,2024-10-23
sz300654,世纪天鸿,300654,0.086,388272180.22,5.2609897996,252.323,31482118.74,0.3,4637.767,3.81,0.103549285004,36.936062076,文化传媒,2024-10-23
sz300655,晶瑞电材,300655,0.0006,1060421046.86,10.5626944248,0.708,665030.32,-97.04,39.4309,0.03,0.14321158877,19.8202596791,电子化学品,2024-10-30
sz300656,民德电子,300656,-0.0594,259836628.05,-8.2551331702,3.8663,-10198035.84,-159.73,68.4696,-0.9,0.255578248581,36.4037901892,电子元件,2024-10-25
sz300657,弘信电子,300657,0.112,4448844593.21,81.0986812743,3.1428,54700515.33,122.62,-73.6455,4.21,0.123737203417,10.3290756418,电子元件,2024-10-31
sz300658,延江股份,300658,0.0998,1053011521.44,9.6844429883,10.5254,33217460.29,8.71,-71.0551,2.42,0.055659188662,18.0417833796,美容护理,2024-10-24
sz300659,中孚信息,300659,-0.76,437472064.04,-7.7833338657,-0.485,-188604737.5,29.14,-3.5796,-15.5,-0.863197177492,61.8036507276,软件开发,2024-10-30
sz300660,江苏雷利,300660,0.7579,2475691745.8,10.2033158874,-5.269,240880658.09,-4.42,-29.9768,7.15,1.121398495323,28.7622886403,电机,2024-10-30
sz300661,圣邦股份,300661,0.6054,2444835135.79,29.9632686252,2.4816,284901627.51,100.57,-14.4966,7.02,0.858047419914,52.1670984849,半导体,2024-10-26
sz300662,科锐国际,300662,0.6872,8516047439.44,18.7660256368,2.5121,135253384.05,-10.96,8.2074,7.28,0.173794395434,6.7521422816,专业服务,2024-10-30
sz300663,科蓝软件,300663,-0.015,727022101.96,0.0487046439,-12.4757,-6807629.38,23.11,-257.6425,-0.61,-0.388045552291,32.0083461896,软件开发,2024-10-29
sz300664,鹏鹞环保,300664,0.277,1312912588.89,-7.3737390048,-2.3187,209478489.69,-32.79,-24.4008,4.89,0.073051677213,30.7928350753,环保行业,2024-10-30
sz300665,飞鹿股份,300665,-0.3496,314326388.14,-38.9383102688,68.1171,-66241586.82,-332.95,45.7716,-12.67,-0.158924580997,12.4886528339,化学制品,2024-10-30
sz300666,江丰电子,300666,1.08,2625193193.55,41.7665141178,16.69,286826408.35,48.51,23.8512,6.7,-0.437966380072,29.9570510217,半导体,2024-10-24
sz300667,必创科技,300667,-0.0185,518627788.64,-8.2196918695,-16.0932,-3764184.76,-124.61,-203.6766,-0.3,-0.092412566879,33.3920067558,仪器仪表,2024-10-29
sz300668,杰恩设计,300668,0.087,414541361.94,-21.1995647274,0.0694,10472873.73,-79.09,-36.1255,1.36,-0.255229378659,26.2998246905,工程咨询服务,2024-10-28
sz300669,沪宁股份,300669,0.1355,237684924.77,-16.5919011985,-2.7568,26065445.46,-31.2,16.2415,2.94,0.274825011557,25.343550012,专用设备,2024-10-28
sz300670,大烨智能,300670,0.0037,281214813.76,-20.9742494809,-63.4334,1179922.75,103.85,-314.4272,0.18,0.039341877336,13.6265234422,电网设备,2024-10-25
sz300671,富满微,300671,-0.3,495770101.99,-5.1225656225,22.5302,-64806517.98,51.82,13.3668,-3.59,0.386617351923,17.9182343738,半导体,2024-10-30
sz300672,国科微,300672,0.3224,1202074793.53,-62.3190135358,-30.8889,70021437.83,-10.47,400.5817,1.71,-0.864528211048,22.609756557,半导体,2024-10-29
sz300673,佩蒂股份,300673,0.6251,1322865112.95,44.3400163298,3.4783,154794417.69,630.85,1.12,8.1,0.24991373002,28.0114967628,农牧饲渔,2024-10-23
sz300674,宇信科技,300674,0.38,2350798648.97,-23.0482282162,-3.1793,262169374.45,64.36,-24.2177,6.37,-0.231581797234,32.6673751883,互联网服务,2024-10-30
sz300675,建科院,300675,-0.2351,248391408.86,-6.316484173,1.799,-34481961.49,20.19,10.8772,-5.86,-0.45660868268,29.9097376479,工程咨询服务,2024-10-29
sz300676,华大基因,300676,-0.3011,2825935926.99,-10.1008770106,-9.114,-124166136.95,-276.49,-2555.7474,-1.26,-0.343446229504,45.2155060448,医疗器械,2024-10-26
sz300677,英科医疗,300677,1.05,7098445816.0,40.7864065215,12.0138,687466463.0,107.79,-71.2068,4.2,0.763873827135,22.4323021585,医疗器械,2024-10-29
sz300678,中科信息,300678,0.0209,218236369.58,11.2925844368,3.5517,6188743.5,-72.1,146.1726,0.72,-0.346888210245,27.6102267766,互联网服务,2024-10-24
sz300679,电连技术,300679,1.08,3332731161.62,51.1641870966,7.6582,458591163.49,85.36,3.6016,8.64,1.1702486115,33.7645051341,消费电子,2024-10-26
sz300680,隆盛科技,300680,0.6649,1643176200.63,38.4702577793,17.862,153602822.02,58.22,-0.6775,8.49,0.55347484315,18.6101203281,汽车零部件,2024-10-29
sz300681,英搏尔,300681,0.2,1607186712.77,27.5110583481,6.2162,51136387.77,18.74,-37.4458,2.74,2.782472024238,16.374184777,汽车零部件,2024-10-29
sz300682,朗新集团,300682,0.1482,2699395357.37,3.8007936253,30.6212,160155934.44,-21.83,117.9025,2.11,0.066704957025,44.3666657428,软件开发,2024-10-25
sz300683,海特生物,300683,-0.3,450991038.16,2.8651838989,8.9235,-39743567.68,-50.32,-172.9558,-1.62,0.211934669225,45.2383642283,生物制品,2024-10-23
sz300684,中石科技,300684,0.4432,1096010027.07,14.7961129798,31.1183,132064244.79,143.03,112.1958,6.85,0.208312219988,30.7627684166,消费电子,2024-10-25
sz300685,艾德生物,300685,0.57,847967831.38,19.8386051512,-1.5427,227270537.49,30.82,4.7158,13.06,0.602906416801,84.7352198043,医疗器械,2024-10-22
sz300686,智动力,300686,-0.3095,1129215017.1,13.987149819,6.6603,-80527730.8,55.16,13.9126,-6.95,0.103767606676,7.5576509263,消费电子,2024-10-26
sz300687,赛意信息,300687,0.2308,1705166445.09,1.3690685569,19.5441,94659084.59,-26.31,596.5387,4.0,-0.267483366027,32.3225688341,互联网服务,2024-10-29
sz300688,创业黑马,300688,-0.26,158857960.46,-11.3344576822,14.0639,-43160468.37,-189.25,60.7907,-8.31,-0.176826420833,53.4632355244,教育,2024-10-25
sz300689,澄天伟业,300689,0.0036,249166190.82,-18.3300183598,4.1999,410591.34,-96.75,-157.2991,0.06,0.165802704412,15.6704816418,通信设备,2024-10-25
sz300690,双一科技,300690,0.39,632444701.97,21.907451483,15.9148,64166948.7,-7.54,98.1911,4.46,0.661637931422,24.3701863119,风电设备,2024-10-19
sz300691,联合光电,300691,0.17,1328680030.27,5.9170063182,3.227,35763278.86,-27.27,-74.7295,1.32,-0.699145573818,23.806206138,光学光电子,2024-10-25
sz300692,中环环保,300692,0.1778,699993066.19,14.0435951669,6.8484,74313025.1,-29.74,317.0945,3.29,0.199898792752,39.6633826891,环保行业,2024-10-24
sz300693,盛弘股份,300693,0.8736,2095105643.1,20.9121937869,-20.1058,270574181.03,-0.93,-22.6445,17.4,0.038023596028,40.1697522615,电源设备,2024-10-26
sz300694,蠡湖股份,300694,0.2,1164564020.07,-3.0454985477,-2.2589,42303382.25,-29.18,-80.6118,3.13,0.9381904778,15.6402857886,汽车零部件,2024-10-23
sz300695,兆丰股份,300695,1.3,485427716.16,-14.6932396245,-7.491,91635354.52,-28.75,-36.9327,3.58,1.859600631029,29.079261093,汽车零部件,2024-10-29
sz300696,爱乐达,300696,-0.06,199052221.48,-29.1148902277,-25.5849,-18639640.53,-118.28,90.8831,-1.0,0.062554684903,4.59955666,航天航空,2024-10-30
sz300697,电工合金,300697,0.277,1833096643.13,3.5554585634,-11.3096,92043760.94,-18.16,-15.1952,8.54,0.208680234796,10.676768343,有色金属,2024-10-25
sz300698,万马科技,300698,0.233,385478244.7,7.8388056118,14.1602,31224507.45,-22.69,5.2251,6.41,-0.639806997239,37.3119135717,通信设备,2024-10-29
sz300699,光威复材,300699,0.7445,1902351290.48,8.8963967059,15.7928,615050458.44,-1.0,16.9019,11.09,0.124134779841,46.7596418007,化学制品,2024-10-28
sz300700,岱勒新材,300700,-0.22,288045547.6,-60.7977714736,42.5547,-84864886.83,-150.88,-2.1924,-7.02,0.498655910415,-3.2341624953,通用设备,2024-10-26
sz300701,森霸传感,300701,0.131,320487166.95,56.8657306756,-3.1371,36862201.34,-2.4,205.8616,4.0,0.186719455711,37.8721052188,光学光电子,2024-10-26
sz300702,天宇股份,300702,0.24,1932209385.98,3.6059952467,15.7743,85114143.58,23.72,151.214,2.43,0.953981871379,35.4730388613,化学制药,2024-10-29
sz300703,创源股份,300703,0.3309,1385070175.48,38.3261363496,9.1859,59692302.93,-10.46,-28.2531,7.08,-0.12413737107,30.5775909422,家用轻工,2024-10-24
sz300705,九典制药,300705,0.93,2145889147.01,13.3632001328,0.5682,449734781.87,45.08,4.5079,20.46,1.229464254426,73.7603705287,化学制药,2024-10-29
sz300706,阿石创,300706,0.06,929293960.95,33.0754617048,9.0883,9897978.39,-28.33,-39.6502,1.3,0.30305643508,8.5130249355,半导体,2024-10-29
sz300707,威唐工业,300707,0.1694,671112833.82,13.7188919911,7.5742,29748647.19,102.53,-45.2714,2.49,0.231593782371,21.557925894,汽车零部件,2024-10-30
sz300708,聚灿光电,300708,0.25,2022421825.83,10.6084919185,-6.1081,159572116.36,107.02,-28.4579,5.93,0.743965596589,14.1041046204,光学光电子,2024-10-11
sz300709,精研科技,300709,0.54,1575536233.56,-3.0810621516,-6.4341,99606380.39,-14.57,-53.2029,4.72,1.230178090075,30.3513808254,消费电子,2024-10-30
sz300710,万隆光电,300710,0.1334,262958759.6,3.9870048339,-0.1078,13269856.86,276.75,84.4171,1.99,0.402876225421,29.4271169394,通信设备,2024-10-25
sz300711,广哈通信,300711,0.0841,233978664.32,15.4141531613,-15.9035,20957257.87,24.41,-51.9711,2.96,-0.143289267956,59.4200799821,通信设备,2024-10-25
sz300712,永福股份,300712,0.1801,1443929303.89,18.3590719294,-20.3341,33593720.75,10.52,-72.8222,2.49,-3.101944205059,19.5588526439,工程建设,2024-10-26
sz300713,英可瑞,300713,-0.31,169364931.75,-14.1054605036,-27.0169,-49813644.39,-144.91,-40.4664,-7.99,0.035851232677,23.2396916134,电源设备,2024-10-29
sz300715,凯伦股份,300715,-0.09,1811354736.62,-12.9226410487,-14.5731,-32148627.32,-142.82,-37343.3908,-1.36,-1.335083090777,23.5358597182,装修建材,2024-10-24
sz300716,泉为科技,300716,-0.434,205558287.58,-76.918202418,-29.9366,-69443636.36,35.69,19.2338,-62.04,0.188750934196,-10.2557966201,光伏设备,2024-10-29
sz300717,华信新材,300717,0.33,228083890.39,-3.5490914773,-11.4177,34425892.09,15.06,-55.2935,5.05,0.138306927949,31.7701411643,塑料制品,2024-10-22
sz300718,长盛轴承,300718,0.57,835390059.66,1.9477383327,-0.897,169172978.87,-5.29,-14.9017,10.67,0.608729131526,34.816341432,工程机械,2024-10-25
sz300719,安达维尔,300719,0.0207,365513595.46,-11.8005447436,-14.5126,5288939.83,-72.34,-201.8085,0.49,-0.646979660651,43.5906574609,航天航空,2024-10-29
sz300720,海川智能,300720,0.1885,174253192.23,13.8041696808,9.9526,36736138.34,30.58,18.7606,6.19,0.173836106457,51.2748686532,仪器仪表,2024-10-30
sz300721,怡达股份,300721,0.0883,1330711783.62,-2.4356181821,-2.5138,14426402.31,129.35,-76.4521,1.18,0.725044495845,11.5092139992,化学制品,2024-10-23
sz300722,新余国科,300722,0.24,318541834.47,18.0791583273,-29.727,65752934.87,5.98,-37.9653,10.9,0.063741795856,43.4411782397,航天航空,2024-10-26
sz300723,一品红,300723,-0.5458,1239822567.52,-32.9757033054,12.996,-246538981.96,-187.44,-442.0479,-10.49,-0.471461835565,66.5308677717,化学制药,2024-10-30
sz300724,捷佳伟创,300724,5.81,12344026663.78,92.7188329751,41.4959,2022769815.99,65.45,22.98,21.15,5.458049711683,27.8025282278,光伏设备,2024-10-29
sz300725,药石科技,300725,0.6626,1127892555.29,-12.6654380359,4.2513,131790818.6,-14.45,-32.7334,4.58,0.945971664579,39.7225828479,化学制药,2024-10-30
sz300726,宏达电子,300726,0.6353,1181992836.8,-4.5047517338,-2.0506,261635348.91,-32.17,-21.7356,5.4,1.003385376396,61.4544629218,电子元件,2024-10-26
sz300727,润禾材料,300727,0.55,993651923.06,16.2959079036,-3.3409,69892765.56,14.58,29.4761,7.47,0.417747379761,24.2613779278,化学制品,2024-10-25
sz300729,乐歌股份,300729,0.8504,3975061381.27,48.0278888418,18.5666,265412252.44,-48.64,30.9517,8.55,1.57474669945,29.8402534461,家用轻工,2024-10-28
sz300730,科创信息,300730,-0.26,147656867.6,18.1791847461,-9.6881,-63103055.93,47.86,0.2943,-18.56,-0.618936423737,21.4123754918,软件开发,2024-10-30
sz300731,科创新源,300731,0.08,593040961.42,66.0639161325,-9.5249,10672932.57,-2.39,344.3367,1.77,0.169379008782,21.8975897616,橡胶制品,2024-10-30
sz300732,设研院,300732,-0.46,963998355.4,-33.9116820189,16.4358,-148371784.81,-245.93,-14.8355,-5.26,-0.523501571714,19.8635180265,工程咨询服务,2024-10-31
sz300733,西菱动力,300733,0.1223,1179509245.39,13.1584053542,35.7911,37149108.35,417.61,-9.1042,2.34,0.155628402799,15.0730242187,汽车零部件,2024-10-24
sz300735,光弘科技,300735,0.1938,5178179392.26,49.9096287867,13.0119,148768761.78,-37.37,26.3712,3.08,1.394634929151,11.9408075573,消费电子,2024-10-23
sz300736,百邦科技,300736,-0.13,393935656.11,-26.3366102483,19.295,-15848881.56,-6.26,101.4458,-17.1,-0.161594302455,5.0693533703,通信服务,2024-10-26
sz300737,科顺股份,300737,0.11,5136038704.94,-17.7016632955,-16.1524,126208362.22,53.94,-21.4215,2.51,-1.32085731259,23.0388697239,装修建材,2024-10-29
sz300738,奥飞数据,300738,0.1102,1581187398.61,52.1749738028,-23.4804,105946901.32,-13.63,19.9105,3.36,0.485981500832,25.5519076433,互联网服务,2024-10-26
sz300739,明阳电路,300739,0.11,1189258740.31,-3.7695014985,1.5463,34001847.45,-57.59,-88.0045,1.76,0.39156166516,21.7971937042,电子元件,2024-10-28
sz300740,水羊股份,300740,0.2425,3044847507.51,-9.8436822633,-40.3633,94356273.68,-47.6,-117.3906,4.49,-0.216543517218,63.0891227423,美容护理,2024-10-30
sz300741,华宝股份,300741,0.29,1073247346.0,-0.3932011889,24.9865,179129687.0,-44.32,95.8925,2.5,0.457192964539,52.2006130356,食品饮料,2024-10-30
sz300743,天地数码,300743,0.48,555073156.93,19.8678966352,0.5759,74088420.78,85.49,9.3742,12.08,0.327404552963,34.9285657142,非金属材料,2024-10-29
sz300745,欣锐科技,300745,-0.4281,1306071102.05,19.3428503569,2.3688,-71757001.91,-291.97,-14.6504,-3.0,-0.988934722139,11.5926065206,汽车零部件,2024-10-30
sz300746,汉嘉设计,300746,0.0195,804074016.66,-42.9459398528,-56.2015,4400453.79,-76.86,-39.5181,0.36,-0.097474060852,19.0124479118,工程咨询服务,2024-10-25
sz300747,锐科激光,300747,0.2137,2349025506.46,-9.0599077697,-3.0698,120007774.64,-30.33,-25.3756,3.66,0.503094149736,26.881881829,电子元件,2024-10-28
sz300748,金力永磁,300748,0.15,5014084259.25,-0.7190164227,-9.4633,196883689.13,-60.17,329.2918,2.82,0.153930542342,10.0298407948,小金属,2024-10-25
sz300749,顶固集创,300749,-0.05,795859429.19,-12.5768635668,-21.1825,-9581244.07,-128.52,-206.5134,-1.33,-0.68999997329,23.0888029657,装修建材,2024-10-28
sz300750,宁德时代,300750,8.1894,259044748600.0,-12.0920437283,6.0714,36001073800.0,15.59,6.3215,17.73,15.31981960897,28.1850329314,电池,2024-10-19
sz300751,迈为股份,300751,2.72,7767006793.7,52.0903433574,9.3189,758506974.71,6.3,47.9403,10.39,-0.450444881793,30.6687876066,光伏设备,2024-10-28
sz300752,隆利科技,300752,0.34,941132648.68,31.8483945594,-0.8858,77089741.78,7191.87,-9.7718,6.91,1.382074800744,20.5709400201,光学光电子,2024-10-30
sz300753,爱朋医疗,300753,0.0302,274753514.1,-7.1197526789,3.8991,3807308.09,-43.99,-167.487,0.55,-0.264472379332,69.0220600822,医疗器械,2024-10-30
sz300755,华致酒行,300755,0.41,7831897694.45,-5.0988064889,4.338,167734597.87,-27.36,-49.9323,4.5,-0.942570333403,10.0180722793,贸易行业,2024-10-29
sz300756,金马游乐,300756,0.1,460053505.84,-31.3240757571,-31.9506,16246748.37,-82.97,-80.4076,1.16,1.198850391581,30.8906013227,旅游酒店,2024-10-29
sz300757,罗博特科,300757,0.46,1016499304.82,-5.9311530361,-35.4817,71179603.17,119.93,-64.9062,7.03,-2.420326115855,29.4076919436,专用设备,2024-10-28
sz300758,七彩化学,300758,0.3,1154203999.59,29.7837113982,-0.1712,120229218.98,3199.62,16.2733,7.22,0.285971371919,31.9023128044,化学制品,2024-10-25
sz300759,康龙化成,300759,0.8028,8817275052.0,3.0024582602,9.5131,1421799112.63,24.82,-65.0679,10.9,0.990549500942,33.8699368928,医疗服务,2024-10-30
sz300760,迈瑞医疗,300760,8.7808,29484805493.0,7.9879272908,-19.7492,10637075305.0,8.16,-30.0966,28.68,9.132714414731,64.868266618,医疗器械,2024-10-30
sz300761,立华股份,300761,1.4025,12683822047.95,13.6473812253,17.7418,1160797230.41,507.71,18.526,13.96,2.181841370477,16.1069445083,农牧饲渔,2024-10-22
sz300762,上海瀚讯,300762,-0.1454,176360265.61,-18.3801885789,83.8674,-91295274.82,-45.37,6.5752,-3.73,-0.359586786236,60.9846179058,通信设备,2024-10-30
sz300763,锦浪科技,300763,1.69,5161509166.5,11.2062042383,-7.7433,668875122.29,-11.0,-4.6103,8.3,3.524601737908,33.6666216691,光伏设备,2024-10-30
sz300765,新诺威,300765,0.0995,1478923011.81,-23.6568919888,13.2359,139329413.32,-63.5,-96.0289,2.82,-0.680322012169,42.9925206169,食品饮料,2024-10-24
sz300766,每日互动,300766,0.0162,333316060.62,7.5467795741,-0.4898,6345903.91,1125.09,-72.2967,0.39,-0.212229013679,76.011527467,互联网服务,2024-10-26
sz300767,震安科技,300767,-0.2299,318500819.1,-41.0716286394,-20.6911,-56844583.98,-462.02,-26.9183,-3.65,0.397072728357,34.884591548,橡胶制品,2024-10-30
sz300768,迪普科技,300768,0.15,819302651.14,13.7756819381,27.863,92382140.96,37.73,162.3165,2.86,0.189321303881,67.2279308926,软件开发,2024-10-23
