stock_code,stock_name,股票代码,每股收益,营业总收入-营业总收入,营业总收入-同比增长,营业总收入-季度环比增长,净利润-净利润,净利润-同比增长,净利润-季度环比增长,净资产收益率,每股经营现金流量,销售毛利率,所处行业,最新公告日期
bj430017,星昊医药,430017,0.64,468292733.23,-9.908516468,-12.0939,78770148.31,8.22,-48.2985,5.22,0.81803875631,69.3826817339,化学制药,2024-10-28
bj430047,诺思兰德,430047,-0.13,54450785.7,13.8725896612,-6.9297,-34594913.61,28.8881253772,44.2086,-10.35,-0.141897034766,55.7096721012,生物制品,2024-10-25
bj430090,同辉信息,430090,-0.15,182024333.62,26.332556701,-57.3862,-28945070.39,11.93,-98.8296,-17.79,-0.144813537456,3.5016982967,软件开发,2024-10-29
bj430139,华岭股份,430139,-0.06,190477499.61,-17.6788818825,-7.5835,-15184265.76,-124.51,-53.6774,-1.37,0.288321675867,25.4030189808,半导体,2024-10-30
bj430198,微创光电,430198,-0.35,57413138.53,28.0096968914,-1.8842,-55757469.11,-46.56,-3.8701,-13.58,-0.357355427986,37.1664352034,计算机设备,2024-10-28
bj430300,辰光医疗,430300,-0.18,86106323.16,-13.4414956373,-20.2344,-15875336.84,-129.77,-116.9695,-5.65,-0.52256600483,41.2717153698,医疗器械,2024-10-30
bj430418,苏轴股份,430418,0.87,546828652.01,17.4497746726,-1.6158,117598369.43,35.04,5.6669,15.69,0.830448376019,38.5377005311,通用设备,2024-10-29
bj430425,乐创技术,430425,0.28,58909954.88,-2.5777438539,-13.3729,14011956.92,-36.55,88.9922,5.7,0.364073048031,62.0266117576,软件开发,2024-10-29
bj430476,海能技术,430476,-0.06,183944622.6,-10.501091856,36.9889,-4677751.65,-128.01,1025.5267,-0.96,-0.186642332803,63.3935918331,仪器仪表,2024-10-30
bj430478,峆一药业,430478,0.67,196755675.33,18.2017492941,-11.9304,37401751.95,-6.98,-50.349,8.0,0.565109059151,38.3869485611,化学制药,2024-10-28
bj430489,佳先股份,430489,0.14,459315259.09,17.797065225,12.0074,19682971.37,-34.68,-81.7949,3.83,-0.27864728842,12.5467692265,化学制品,2024-10-30
bj430510,丰光精密,430510,0.12,183015479.06,29.4378615176,2.3537,21970450.72,35.68,-2.9301,5.17,0.242906660766,36.7889590246,通用设备,2024-10-29
bj430556,雅达股份,430556,0.11,222415000.18,-4.7660871706,-6.6462,18368761.13,-36.07,-31.4532,3.49,-0.007637811192,33.5627707932,仪器仪表,2024-10-25
bj430564,天润科技,430564,-0.2,64625485.88,-17.9379866588,-43.0753,-14961257.6,-80.36,-90.357,-4.81,-0.372241850282,28.6437310729,软件开发,2024-10-29
bj430685,新芝生物,430685,0.24,108698472.95,-17.2028510925,6.022,21653091.07,-42.17,-15.1389,4.08,0.254085627771,62.4015002963,仪器仪表,2024-10-29
bj430718,合肥高科,430718,0.53,814190099.55,6.8704591312,7.6165,48487830.97,5.09,-28.4691,9.27,0.397532898297,11.9485544462,电子元件,2024-10-30
bj830779,武汉蓝电,830779,0.97,119418989.35,-12.3946549318,-21.8062,55592641.51,-14.15,6.0889,10.64,0.769120568706,62.8803087672,仪器仪表,2024-10-29
bj830799,艾融软件,830799,0.21,435251454.17,-0.4609065994,15.6146,42924390.44,8.4,136.6002,10.75,-0.217358219097,33.8728484782,软件开发,2024-10-30
bj830809,安达科技,830809,-0.85,1087278082.2,-56.9338365525,-10.1526,-518907053.34,-37.99,16.1749,-23.82,-0.436022109226,-11.3217191816,电池,2024-10-30
bj830832,齐鲁华信,830832,0.08,364114028.3,27.7724200153,0.1873,9674980.08,12.25,-69.0241,1.28,0.475309437079,15.6257334044,化学原料,2024-10-28
bj830839,万通液压,830839,0.6382,443213624.49,-15.4379184904,-14.8212,75549223.76,30.71,2.3989,13.95,0.775499979365,27.1221798739,通用设备,2024-10-28
bj830879,基康仪器,830879,0.3353,232897413.29,13.2505051651,2.9875,46772231.88,-3.01,24.939,8.35,-0.08084950788,56.0182162468,仪器仪表,2024-10-25
bj830896,旺成科技,830896,0.21,248709940.6,-4.652835591,17.4157,21676938.47,-34.48,23.0081,5.41,0.494601377793,20.9272735639,通用设备,2024-10-29
bj830946,森萱医药,830946,0.214,388292807.26,-12.7594631315,-13.5419,91366685.53,-11.57,-37.7174,7.93,0.272742765677,43.5402474367,化学制药,2024-10-29
bj830964,润农节水,830964,0.08,467382458.29,3.6285948832,18.0227,20741167.97,-13.92,835.3197,2.3,-0.478924127936,18.1288149153,工程建设,2024-10-25
bj830974,凯大催化,830974,0.09,760625498.93,-29.8715443082,-19.5846,15175852.61,437.51,525.6774,2.42,0.201103043284,2.9135820086,化学制品,2024-10-24
bj831010,凯添燃气,831010,0.16,361284458.04,0.1962756645,4.4789,38269533.17,-14.23,27.9243,5.84,0.136568428998,20.9602076466,燃气,2024-10-28
bj831039,国义招标,831039,0.27,216782388.6,-14.3302123856,-13.9129,41111499.74,-31.27,-14.7506,7.05,-0.101690854765,48.5589409037,专业服务,2024-10-30
bj831087,秋乐种业,831087,0.0558,163495540.75,-28.6326033978,567.6349,9215462.95,-48.88,330.1662,1.73,0.132330871247,20.2840426582,农牧饲渔,2024-10-28
bj831152,昆工科技,831152,-0.1,424671198.14,16.0360461275,-13.5054,-11203458.51,-201.05,68.9309,-2.56,0.365069923484,6.3692048386,专用设备,2024-10-28
bj831167,鑫汇科,831167,0.29,428621373.54,3.1257883386,-7.5107,13625744.66,-25.49,-21.5367,5.2,0.309929358699,15.2826927152,消费电子,2024-10-28
bj831175,派诺科技,831175,0.05,345858880.74,-6.2141916876,9.9072,4000491.73,-81.02,-98.5119,0.54,-0.454525242432,41.9491291476,仪器仪表,2024-10-29
bj831195,三祥科技,831195,0.44,693468495.29,12.5519239244,18.093,42714399.34,-39.84,44.3274,6.1,0.674075877486,35.6311073262,汽车零部件,2024-10-29
bj831278,泰德股份,831278,0.16,248274071.45,23.7402032751,-0.7672,22805776.54,472.36,-48.4975,6.35,0.039980520299,27.1254930798,汽车零部件,2024-10-28
bj831304,迪尔化工,831304,0.46,597126240.65,7.3303723407,-16.2859,73924791.55,31.5,-15.3261,15.51,0.541206575409,20.7657185146,化学原料,2024-10-28
bj831305,海希通讯,831305,0.31,335520863.59,94.1249548567,-34.3105,44126681.72,8.02,59.6293,5.65,0.264078335662,35.0810069724,仪器仪表,2024-10-30
bj831370,新安洁,831370,-0.12,360040271.27,-17.5309969908,-6.562,-36076610.1,-8.02,-8.4816,-5.27,-0.191307024096,12.081603493,环保行业,2024-10-30
bj831396,许昌智能,831396,0.15,381305537.42,4.418996574,22.4302,23847829.11,-3.88,593.5306,5.56,-0.218266752529,24.6169512867,电网设备,2024-10-30
bj831445,龙竹科技,831445,0.12,222766719.49,-6.9810022921,33.1421,18153948.73,70.18,261.7125,4.89,0.197308876639,27.8375837118,家用轻工,2024-10-30
bj831526,凯华材料,831526,0.21,87723348.12,12.1175327909,0.3706,17485406.9,32.52,-51.4527,8.22,0.160880755502,31.094311497,化学制品,2024-10-30
bj831627,力王股份,831627,0.2,529197122.37,20.6224121661,24.5717,19088794.57,-25.47,-40.6981,4.34,0.286658904182,14.5110091899,电池,2024-10-29
bj831641,格利尔,831641,0.02,430929650.4,1.3835778523,-25.5356,1191855.81,-95.63,112.2521,0.33,-0.03536481252,17.4286015943,家电行业,2024-10-30
bj831689,克莱特,831689,0.65,397051311.15,3.8361043601,0.1487,48047499.34,2.8,1.7903,10.53,0.542383506812,31.3452888241,通用设备,2024-10-29
bj831726,朱老六,831726,0.18,171266723.45,-8.0549211271,91.9136,17943461.88,-31.81,2083.017,4.02,0.682952265056,25.0402790724,食品饮料,2024-10-25
bj831768,拾比佰,831768,-0.06,1191121315.16,60.6947278335,-17.9702,-6866067.69,82.08,-244.0639,-1.05,-0.208486729927,6.8325638786,家电行业,2024-10-29
bj831832,科达自控,831832,0.33,279364762.45,13.8408647076,8.3501,24167081.03,10.52,18.6838,3.56,0.465766852743,40.7607666627,软件开发,2024-10-28
bj831834,三维股份,831834,0.2291,204084363.1,2.0986217906,-1.3197,27488120.11,-5.44,-6.7021,9.25,0.175441870523,31.0959548375,塑料制品,2024-10-30
bj831855,浙江大农,831855,0.34,189907762.03,5.3440464535,-9.7785,25082775.1,-25.25,-25.9561,4.62,0.555693053594,28.9748464633,通用设备,2024-10-25
bj831856,浩淼科技,831856,-0.04,247842097.06,-21.7454437509,74.3347,-3051639.58,-123.46,282.7179,-0.7,-1.435654136109,15.7476997988,专用设备,2024-10-29
bj831906,舜宇精工,831906,0.02,449946151.71,-13.296839417,-37.637,1411878.87,-94.84,-177.1332,0.26,-0.339906193474,17.8503853438,汽车零部件,2024-10-30
bj831961,创远信科,831961,0.01,161808726.6,-11.5368620044,47.4272,1916574.64,-90.31,-90.0652,0.26,0.16067869284,52.9830233087,通信设备,2024-10-30
bj832000,安徽凤凰,832000,0.57,352937982.8,18.7637367923,11.9801,52585766.31,30.46,36.8329,9.11,0.490301625545,26.8257216888,汽车零部件,2024-10-28
bj832023,田野股份,832023,0.1,370764000.71,13.5203025303,-8.6217,31372584.13,34.53,-74.3601,2.59,0.142888878107,22.6644939905,食品饮料,2024-10-30
bj832089,禾昌聚合,832089,0.6,1114322439.02,12.2951689703,15.4471,91055614.33,5.7,11.0694,8.64,-0.583347844466,16.1269308709,塑料制品,2024-10-29
bj832110,雷特科技,832110,0.76,144603558.85,19.3263324572,0.8225,29616124.51,21.09,10.7642,8.52,-0.164738113846,45.5776901649,电子元件,2024-10-28
bj832145,恒合股份,832145,-0.13,40977048.4,23.596611741,-7.0893,-9512588.52,-16.98,-127.4277,-3.5,-0.263481601276,21.3875955985,仪器仪表,2024-10-29
bj832149,利尔达,832149,-0.12,1462224996.15,-12.7936163385,5.9521,-48590460.72,-3389.68,51.7975,-6.35,-0.175578764082,13.4217686872,贸易行业,2024-10-30
bj832171,志晟信息,832171,-0.36,53944807.79,-40.1232941211,-45.6751,-35792130.15,-57.31,-128.5598,-13.12,-0.18587220606,28.1090234838,软件开发,2024-10-29
bj832175,东方碳素,832175,-0.3,237906632.67,-11.7093362136,-32.8094,-35651392.2,-161.7,-9.3915,-4.28,-0.050604808067,15.990719869,非金属材料,2024-10-29
bj832225,利通科技,832225,0.54,330738279.35,-7.215347059,-8.7166,68832564.22,-29.39,-16.769,11.22,0.661138754093,41.624129094,橡胶制品,2024-10-28
bj832278,鹿得医疗,832278,0.11,234676473.81,-1.4380967723,6.3721,18397981.89,-29.99,-18.6343,4.7,0.110399879432,25.0682522602,医疗器械,2024-10-29
bj832419,路斯股份,832419,0.57,574826380.09,14.7519991939,15.0393,59284013.76,15.14,19.7958,11.57,0.391176498359,22.951205122,农牧饲渔,2024-10-25
bj832469,富恒新材,832469,0.33,573359479.02,45.8620435212,-18.518,47089421.95,5.65,-16.5635,9.94,-0.206381023938,15.942436896,塑料制品,2024-10-29
bj832471,美邦科技,832471,0.22,394229848.87,15.7785732579,-14.5858,17742635.59,1.6,-109.3896,3.14,0.236068433173,17.9717872944,化学原料,2024-10-30
bj832491,奥迪威,832491,0.48,446610788.3,32.6740697848,1.8623,67483311.97,5.2,-21.7834,7.09,0.412417526417,35.155964693,仪器仪表,2024-10-29
bj832522,纳科诺尔,832522,1.39,853811740.46,19.5839567779,4.9537,150651242.72,29.96,3.094,15.81,1.074670972118,26.5900371407,专用设备,2024-10-29
bj832566,梓橦宫,832566,0.39,298191168.41,0.6623886704,-5.9645,57210600.07,-12.22,-9.5332,7.6,0.446892360614,79.6428975936,化学制药,2024-10-29
bj832651,天罡股份,832651,0.65,183899713.21,-2.7836842984,13.078,39467433.37,-17.96,19.8715,8.36,0.15687470918,49.4584121815,仪器仪表,2024-10-28
bj832662,方盛股份,832662,0.28,245976711.88,-8.4996767521,-4.6277,24597236.29,-55.43,-60.0697,5.51,0.609964103256,22.6480920386,通用设备,2024-10-29
bj832735,德源药业,832735,1.49,652939581.37,23.6711912293,-1.0035,115282910.6,36.43,-21.5714,11.62,1.102344836682,84.3677190643,化学制药,2024-10-25
bj832786,骑士乳业,832786,0.05,736650763.29,-5.5162494582,11.7844,10253752.98,-86.16,-238.849,1.28,-0.201077098726,24.2580700388,食品饮料,2024-10-29
bj832802,保丽洁,832802,0.2221,134373427.94,15.3010051912,-13.1216,14010592.09,18.37,18.0047,3.35,0.209815027273,32.3651061945,环保行业,2024-10-30
bj832876,慧为智能,832876,0.08,330204116.92,-4.0123602674,-4.9111,5130171.99,-37.0,69.9016,2.03,0.398387315873,15.4003358451,消费电子,2024-10-30
bj832885,星辰科技,832885,0.07,100287720.55,10.2056916318,-4.8122,12114363.41,53.86,360.5633,3.24,-0.00045116842,42.0974822027,通用设备,2024-10-29
bj832978,开特股份,832978,0.52,553503583.8,20.9900345059,11.5112,94945924.5,20.29,4.4921,14.96,0.608685698033,32.4754610541,汽车零部件,2024-10-30
bj832982,锦波生物,832982,5.87,988391498.12,91.1620946299,2.1554,519948617.6,170.42,1.052,44.22,6.135021366191,92.3677854612,生物制品,2024-10-21
bj833030,立方控股,833030,-0.53,189772388.5,-38.3095005094,-9.8009,-48786105.36,-416.7,10.3943,-7.94,-0.660984272169,50.0577568375,互联网服务,2024-10-30
bj833075,柏星龙,833075,0.599,449989267.92,22.397653151,29.0314,38791978.04,29.46,-15.5211,9.69,0.776566663581,34.3638498613,造纸印刷,2024-10-28
bj833171,国航远洋,833171,0.15,680093942.35,1.4698010137,-7.7163,81855441.78,954.45,-72.0876,5.89,0.004604027001,20.2733567415,航运港口,2024-10-28
bj833230,欧康医药,833230,0.26,223826491.38,31.831958666,42.8434,19526091.61,54.23,9.36,4.84,-0.164752135392,20.5232202439,生物制品,2024-10-30
bj833266,生物谷,833266,0.01,420136311.75,-10.4640271216,-1.2184,1790516.28,-70.38,47.4267,0.18,0.813260150784,76.3719217326,中药,2024-10-29
bj833284,灵鸽科技,833284,-0.0657,148002758.8,-27.0626162422,12.2566,-6869833.34,-150.04,189.2917,-1.95,-0.196495951903,25.6846239004,专用设备,2024-10-25
bj833346,威贸电子,833346,0.39,187852855.32,8.109596648,-8.7273,30600097.86,7.2,-34.5742,7.08,0.48773620095,30.5037226783,消费电子,2024-10-25
bj833394,民士达,833394,0.48,281977452.71,9.0994207928,1.003,70739037.76,10.66,10.5471,10.56,0.122438094017,37.5261804563,造纸印刷,2024-10-15
bj833427,华维设计,833427,0.07,45372353.71,-47.0158460292,-16.3031,6923244.62,-73.47,1447.9433,2.01,0.208134525923,29.0031661441,工程咨询服务,2024-10-29
bj833429,康比特,833429,0.53,774098522.76,29.8423193795,-24.4231,65558503.12,2.06,-49.8417,7.97,0.446159444578,40.1779010379,食品饮料,2024-10-28
bj833454,同心传动,833454,0.1418,89861246.74,-26.0471995092,-5.8006,14906390.96,-4.74,8.6638,4.6,0.205421653283,30.6273239004,汽车零部件,2024-10-28
bj833455,汇隆活塞,833455,0.16,102156418.41,7.0775802038,-22.9684,29077903.97,42.74,-67.9821,8.47,0.056058140716,36.490953393,通用设备,2024-10-30
bj833509,同惠电子,833509,0.17,129840446.27,13.9031128952,-19.8339,27699698.29,7.16,-38.8634,8.28,0.188953152875,55.6449102075,电网设备,2024-10-28
bj833523,德瑞锂电,833523,1.05,384167335.72,56.4547279713,33.6766,106161905.06,236.93,26.4931,21.0,1.172541417777,42.7613921684,电池,2024-10-29
bj833533,骏创科技,833533,0.45,567010380.47,15.8506081204,5.125,44860081.17,-23.66,-42.457,13.4,0.68805949041,23.8385870428,汽车零部件,2024-10-29
bj833575,康乐卫士,833575,-0.99,617956.48,-61.4037630521,6.2012,-274754277.97,-22.19,9.5619,-35.68,-0.268636669574,95.7246293461,生物制品,2024-10-30
bj833580,科创新材,833580,0.09,74028086.96,1.6774686718,-2.6607,7798263.8,-40.75,-22.0179,2.36,-0.063319962442,30.8160487955,装修装饰,2024-10-25
bj833751,惠同新材,833751,0.36,166053452.97,15.4357142451,13.7974,31130006.62,29.02,21.0555,8.44,0.34613903941,35.4107455571,钢铁行业,2024-10-29
bj833781,瑞奇智造,833781,0.11,286371932.36,28.4499246905,-24.8346,15472426.66,-27.44,-76.5329,3.88,-0.170436400314,19.4491763459,专用设备,2024-10-30
bj833819,颖泰生物,833819,-0.16,4327541477.66,-1.5392847661,-3.7423,-198170380.37,-229.1,-139.3924,-3.54,-0.037574074474,11.4411291137,农药兽药,2024-10-25
bj833873,中设咨询,833873,-0.4,46334920.42,-53.7952842196,-19.5387,-61654436.87,-368.37,4.8807,-15.84,-0.2906931292,-41.9636080169,工程咨询服务,2024-10-29
bj833914,远航精密,833914,0.42,607151026.48,-3.7231209453,1.6929,42124957.92,11.9,-31.9579,4.79,-0.1559590233,14.9845266914,电子元件,2024-10-29
bj833943,优机股份,833943,0.46,625593122.58,-0.2137398359,13.5586,46295584.41,-17.66,21.878,8.13,0.227373566974,27.0456667062,通用设备,2024-10-29
bj834014,特瑞斯,834014,0.32,449818089.42,2.1227202554,-12.2859,40152039.8,-0.18,-11.0505,5.06,-0.411376123541,33.8773484647,专用设备,2024-10-25
bj834021,流金科技,834021,-0.02,418662921.21,-4.5579325353,-3.2196,-5479687.45,-140.53,-1676.8327,-0.83,-0.294707183754,21.1484913744,文化传媒,2024-10-30
bj834033,康普化学,834033,0.67,284738762.37,-17.3806091452,-31.7871,79251317.71,-30.77,-48.0593,11.34,-0.233890501006,44.8169227989,化学制品,2024-10-24
bj834058,华洋赛车,834058,0.87,422570060.87,40.6875492055,-22.0852,48834474.26,40.83,-37.3875,13.56,0.988781985179,22.5982986711,交运设备,2024-10-28
bj834062,科润智控,834062,0.14,849313090.92,15.4928676217,3.2622,26160077.85,-49.38,-63.7122,3.77,-0.94857431155,16.1477032965,电网设备,2024-10-30
bj834261,一诺威,834261,0.39,5068011093.0,8.6687358577,2.2071,112268521.85,26.57,27.2641,7.65,0.377432061714,5.8111709885,化学制品,2024-10-29
bj834407,驰诚股份,834407,0.26,137590629.44,9.8146462438,-4.8578,17385026.09,90.69,-1.6244,6.67,-0.016885317905,46.4271469721,仪器仪表,2024-10-29
bj834415,恒拓开源,834415,0.07,117230641.98,-4.4849979433,-25.8204,10169276.98,-8.43,-63.0458,1.95,0.032952212797,47.5813748845,软件开发,2024-10-30
bj834475,三友科技,834475,0.09,353974972.33,19.3113115955,-12.3238,8740967.91,-72.14,-107.9519,2.41,-0.781206937336,16.5065264121,专用设备,2025-01-23
bj834599,同力股份,834599,1.0371,4381465658.06,0.3765137332,-2.8202,459879705.77,4.92,-8.6214,17.64,1.804518567242,22.9163971614,工程机械,2024-10-28
bj834639,晨光电缆,834639,0.18,1468141953.31,14.877923621,-33.8581,35610527.14,-17.93,-121.2741,4.25,-0.633664565972,13.6994126873,电网设备,2024-10-30
bj834682,球冠电缆,834682,0.32,2607470648.16,27.394346109,-4.9496,86376547.17,13.47,-25.2058,8.13,-0.617255591901,10.59002623,电网设备,2024-10-29
bj834765,美之高,834765,0.23,393809734.17,25.1970643713,50.2134,16308055.13,13.93,96.6124,4.84,-0.261483981077,25.7058874594,装修装饰,2024-10-25
bj834770,艾能聚,834770,0.32,127000176.14,-56.4391782626,-10.704,41104070.87,-25.14,73.2708,7.17,0.333036863481,54.0634661989,光伏设备,2024-10-29
bj834950,迅安科技,834950,0.72,169310988.78,5.2676327573,-7.0558,43950984.55,3.87,-11.2947,15.65,0.652790622095,41.6069145291,电子元件,2024-10-29
bj835174,五新隧装,835174,1.06,603854210.22,-14.1089018198,-5.8125,93947506.65,-19.1,-27.2617,13.27,0.966497072872,36.6729992608,工程机械,2024-10-25
bj835179,凯德石英,835179,0.4,231908296.13,25.5225812048,4.4104,29486971.21,-6.09,19.6565,4.15,-0.160470948,44.9949881446,玻璃玻纤,2024-10-29
bj835184,国源科技,835184,0.12,198418533.52,24.765378178,-3.8616,15142825.82,79.99,-17.8522,2.52,-0.326427223335,45.0990305152,软件开发,2024-10-29
bj835185,贝特瑞,835185,0.6,10269284021.13,-49.4383150299,-7.9207,671349708.7,-50.81,-34.9251,5.68,0.362473829231,22.3044443333,电池,2024-10-30
bj835207,众诚科技,835207,-0.3,251488686.25,24.521642165,-34.4148,-27575017.29,-407.73,66.2398,-8.52,-0.070642219586,17.8014024319,软件开发,2024-10-30
bj835237,力佳科技,835237,0.75,284030171.46,-2.8790392377,-9.7757,49673133.08,59.8,-6.3146,10.76,0.627668251776,34.016276765,电池,2024-10-28
bj835305,云创数据,835305,-0.23,153361984.47,-17.2946422144,-60.9187,-30202211.77,-46.92,16.6047,-3.82,0.63089890084,22.8782365925,软件开发,2024-10-29
bj835368,连城数控,835368,1.61,3968438490.21,7.3079624237,0.2828,376885453.3,-17.73,-44.8281,9.41,-2.262487914757,30.3608212279,专用设备,2024-10-29
bj835438,戈碧迦,835438,0.44,447369091.31,-24.1912171728,-8.0657,58672389.31,-31.87,-28.6094,6.95,0.377584422018,31.7001122842,玻璃玻纤,2024-10-28
bj835508,殷图网联,835508,-0.16,41234698.22,3.70990114,-7.8638,-7801322.54,-346.27,-67.2899,-3.88,-0.2308759972,37.103693468,软件开发,2024-10-30
bj835579,机科股份,835579,0.06,267118472.19,3.0282344853,25.9141,8077224.88,-24.54,215.3488,1.52,-0.398971110905,19.9335950986,通用设备,2024-10-29
bj835640,富士达,835640,0.1917,558665461.56,-15.7449090998,-3.605,35992194.25,-69.57,-88.4825,4.22,0.008926865678,32.9336424246,通信设备,2024-10-29
bj835670,数字人,835670,-0.07,28455680.69,-58.0704979344,117.0154,-7369615.8,-156.59,81.5364,-3.0,-0.048255002995,69.3563656235,软件开发,2024-10-29
bj835857,百甲科技,835857,0.05,686575856.5,-8.1625461566,-28.544,8551397.33,-72.07,-7.8954,1.18,-0.263131507367,17.3885557378,钢铁行业,2024-10-30
bj835892,中科美菱,835892,0.1219,214206117.02,-5.0866026025,-13.4221,11790374.41,-4.23,-76.6658,1.95,0.04036889771,39.4619260486,专用设备,2024-10-22
bj835985,海泰新能,835985,0.53,2480628059.04,-14.7155122943,-5.7474,163242287.98,112.33,28.3868,11.71,-0.011538205684,22.9140857376,光伏设备,2024-10-30
bj836077,吉林碳谷,836077,0.137,1143320044.88,-31.6125996614,10.5162,80530877.54,-73.86,-73.9786,3.3,-0.718385948548,17.1546969222,化纤行业,2024-10-29
bj836149,旭杰科技,836149,0.05,431269315.94,-13.7283334337,-43.48,3896570.37,-37.32,-641.6071,2.14,0.004491051005,14.4826807476,工程建设,2024-10-30
bj836208,青矩技术,836208,1.05,531691910.14,-4.347061101,-6.0532,99932739.44,-16.67,-26.1827,10.95,-1.237941637309,46.3767076323,专业服务,2024-10-28
bj836221,易实精密,836221,0.48,234775554.08,26.3546468787,3.9299,46008723.29,40.85,-18.0283,11.98,0.593645682834,33.1249774214,汽车零部件,2024-10-28
bj836239,长虹能源,836239,1.1,2668811231.9,39.1144192621,26.0509,142803346.64,171.2,26.8837,18.31,2.780329677739,16.5833717979,电池,2024-10-25
bj836247,华密新材,836247,0.26,290705207.18,-0.5231929023,-0.3135,31615122.67,-23.44,10.6214,7.21,0.141712101926,30.6755028316,橡胶制品,2024-10-25
bj836260,中寰股份,836260,0.31,179106079.75,-7.7001459062,-27.5353,32505546.43,5.05,-22.7888,7.8,0.294666282086,35.9208902678,仪器仪表,2024-10-29
bj836263,中航泰达,836263,0.31,268572498.02,-23.2508028436,25.0123,43755330.46,-27.8,-53.8594,7.78,0.197975116105,23.8065119293,环保行业,2024-10-29
bj836270,天铭科技,836270,0.46,181867636.27,1.3403226568,4.9168,48007285.83,1.52,21.9456,11.54,0.467557504875,42.6872943654,汽车零部件,2024-10-30
bj836395,朗鸿科技,836395,0.34,115257115.49,43.5251489661,42.2596,42988210.71,45.73,11.2455,19.97,0.394184602992,57.0957418119,电子元件,2024-10-29
bj836414,欧普泰,836414,-0.0121,70229178.93,-47.7794866957,-31.8937,-965249.18,-103.33,-117.4972,-0.31,-0.175012093757,38.9757169841,专用设备,2024-10-28
bj836419,万德股份,836419,0.29,403382218.94,2.8461462677,10.6812,25462695.04,-28.35,-45.8514,4.97,0.560897108682,18.6344424991,化学制品,2024-10-29
bj836422,润普食品,836422,0.08,367247393.82,-6.2100340247,-2.4461,7285445.61,-56.14,-106.3377,1.7,0.050761129265,10.0407514336,食品饮料,2024-10-28
bj836433,大唐药业,836433,0.04,158063006.9,6.6397133871,-22.1938,10376805.15,-0.72,33.9706,2.14,0.028890977478,72.1620584645,中药,2024-10-25
bj836504,博迅生物,836504,0.19,84213151.32,-17.9149990584,-11.9388,8175893.45,-46.68,57.5545,4.05,-0.179464143576,39.8368321624,仪器仪表,2024-10-30
bj836547,无锡晶海,836547,0.49,252885742.93,-15.6801809852,4.0642,38163424.19,-23.68,-19.3561,6.04,0.537817694625,29.8139903169,化学制药,2024-10-29
bj836675,秉扬科技,836675,0.29,468791579.23,35.0006684358,16.2122,50197539.86,-1.23,0.7925,8.54,0.142324539419,18.6311768704,非金属材料,2024-10-30
bj836699,海达尔,836699,1.19,291350579.43,55.1293769123,14.9456,54079099.48,126.6,40.8769,19.08,0.882774429976,28.5558326648,通用设备,2024-10-28
bj836717,瑞星股份,836717,0.11,132119849.04,2.5146650748,51.7768,13087452.29,-9.91,73.8166,2.33,-0.037344681374,34.4729411371,专用设备,2024-10-29
bj836720,吉冈精密,836720,0.2351,396625067.14,19.171641527,12.3221,44177799.09,36.08,13.0033,9.58,0.123151714754,21.0204184877,通用设备,2024-10-30
bj836807,奔朗新材,836807,0.14,421428481.78,-0.6168347641,-5.5929,26195468.98,-22.75,-19.5739,2.78,-0.123009727183,29.4212774268,非金属材料,2024-10-30
bj836826,盖世食品,836826,0.2222,386614137.38,7.5959623342,5.9518,31221400.5,17.01,-0.616,9.31,0.048533355968,17.7414411368,食品饮料,2024-10-28
bj836871,派特尔,836871,0.34,125050173.93,4.623692088,-8.798,25191142.54,58.6,6.5478,10.06,0.469874245189,35.1147669371,塑料制品,2024-10-29
bj836892,广咨国际,836892,0.34,357017930.91,2.3086544091,-19.8114,52617869.51,8.98,-74.4806,13.29,0.340087562856,34.2404917922,工程咨询服务,2024-10-29
bj836942,恒立钻具,836942,0.4875,143226031.62,22.2295616031,-17.9111,29898074.89,7.74,-27.4017,6.32,0.314720883427,39.705403785,专用设备,2024-10-25
bj836957,汉维科技,836957,0.16,421360709.08,26.1043414216,-1.5901,17085923.78,6.02,-56.1263,4.33,-0.538672729735,11.4330100937,化学原料,2024-10-29
bj836961,西磁科技,836961,0.25,95375173.32,-37.3231255731,-12.3726,17706458.95,-54.6,-29.24,6.37,0.2607315861,30.2396217653,专用设备,2024-10-28
bj837006,晟楠科技,837006,0.14,71918604.9,-28.7936739448,-35.4166,12622161.61,-63.79,-49.479,3.52,0.008303600621,50.3070428025,航天航空,2024-10-30
bj837023,芭薇股份,837023,0.34,471201911.76,49.5045013625,36.2234,29051665.36,-5.7,109.979,7.97,-0.772341769347,26.6663009517,化学制品,2024-10-29
bj837046,亿能电力,837046,0.13,134199176.75,-13.3932633586,-32.2854,13053912.36,10.9,-6.3262,5.4,0.32736510786,26.9989169289,电网设备,2024-10-30
bj837092,汉鑫科技,837092,0.07,147873324.23,-53.7030883546,-70.9986,4381877.69,-81.46,-103.09,1.13,-0.841545944487,34.490044432,软件开发,2024-10-30
bj837174,宏裕包材,837174,-0.05,466637040.69,-2.1481653295,6.3145,-4300062.98,-115.32,-4505.803,-0.87,0.487282392112,5.4461032567,塑料制品,2024-10-30
bj837212,智新电子,837212,0.14,381685996.8,29.1789699748,-20.5675,14341347.81,5.36,-14.6772,3.52,-0.298284971442,13.7028816274,电子元件,2024-10-30
bj837242,建邦科技,837242,1.17,537469590.17,36.154687528,35.4326,75656075.46,50.82,39.6046,13.94,0.895199170666,30.5977304387,汽车服务,2024-10-16
