date,stock_code,price,ratio,triggered,trigger_time
2025-07-28,000657.SZ,17.63,100.0%,True,2025-07-28 09:56:19
2025-07-28,000970.SZ,13.61,100.0%,False,
2025-07-28,002240.SZ,15.77,100.0%,False,
2025-07-28,002320.SZ,8.09,100.0%,True,2025-07-28 09:31:11
2025-07-28,002889.SZ,16.04,100.0%,False,
2025-07-28,600114.SH,22.32,100.0%,False,
2025-07-28,600259.SH,62.32,100.0%,False,
2025-07-28,600410.SH,10.58,100.0%,False,
2025-07-28,603630.SH,22.33,100.0%,False,
