stock_code,stock_name,股票代码,每股收益,营业总收入-营业总收入,营业总收入-同比增长,营业总收入-季度环比增长,净利润-净利润,净利润-同比增长,净利润-季度环比增长,净资产收益率,每股经营现金流量,销售毛利率,所处行业,最新公告日期,市盈率-动态,市净率,总市值,流通市值,流通股本(万股)
sh603787,新日股份,603787.0,0.13,1053521435.93,39.4690037217,54.8281,29924948.84,19.08,152.1834,1.94,1.203691226906,14.5689139827,交运设备,2025-04-26,22.9,1.81,2784739859.0,2784739859.0,230143790.0
sh603788,宁波高发,603788.0,0.21,386508300.95,10.9018527379,2.3118,46225017.57,13.61,21.1639,2.21,-0.646371233572,21.2493331419,汽车零部件,2025-04-29,19.24,1.98,3997326019.0,3997326019.0,223065068.0
sh603789,星光农机,603789.0,-0.1091,68454027.98,96.3842651244,-9.7973,-28366761.03,-22.5571100724,70.5361,-12.45,-0.166167679738,-8.4126635933,专用设备,2025-04-30,-18.86,7.93,1544277494.0,1484600000.0,260000000.0
sh603790,雅运股份,603790.0,0.14,226579497.97,4.354425804,15.4785,27525614.57,10.26,434.0072,2.25,0.090228532243,33.687834925,化学制品,2025-04-26,54.68,4.02,4960051200.0,4960051200.0,191360000.0
sh603797,联泰环保,603797.0,0.09,257452311.78,-3.1118202142,11.0478,53904229.28,-2.99,315.1636,1.66,0.060850660938,61.1637297802,环保行业,2025-04-29,15.6,0.81,2636052543.0,2636052543.0,584490586.0
sh603798,康普顿,603798.0,0.21,362003516.15,5.6287061484,62.8131,54290988.62,28.76,1989.9764,4.67,0.557229739015,28.2097286944,石油行业,2025-04-30,39.8,3.68,4277580162.0,4277580162.0,256449650.0
sh603799,华友钴业,603799.0,0.74,17841985369.46,19.2434913272,15.427,1252109041.28,139.68,10.371,3.32,0.59773729426,14.8813330782,能源金属,2025-04-19,23.08,2.77,125162043054.0,124160800630.0,1884078917.0
sh603800,洪田股份,603800.0,-0.1252,135126133.69,-59.9094746526,-56.7372,-25248698.21,-186.72,-179.2828,-3.14,0.225176923558,12.1239263439,专用设备,2025-04-26,-143.74,13.37,10208640000.0,10208640000.0,208000000.0
sh603801,志邦家居,603801.0,0.0971,817581807.58,-0.2978083734,-48.3415,42076030.22,-10.9,-64.713,1.21,-1.112032607227,32.1605975124,装修建材,2025-04-29,14.65,1.23,4043797029.0,4043797029.0,434349842.0
sh603803,瑞斯康达,603803.0,-0.05,250310257.72,-34.8857817934,-28.9152,-19367142.83,-195.18,66.2875,-1.2,-0.246406783763,45.0294753266,通信设备,2025-04-26,-44.11,2.36,3721979959.0,3721979959.0,424883557.0
sh603806,福斯特,603806.0,0.154,3624381474.09,-31.8916174133,-8.7787,401123503.51,-23.08,709.7853,2.41,-0.166986294215,13.1001996325,光伏设备,2025-04-26,41.31,2.61,40957167006.0,40957167006.0,2608736752.0
sh603808,歌力思,603808.0,0.11,690012392.3,-7.8199468456,-21.903,40944037.17,40.24,112.3677,1.63,0.197487503159,65.6938571261,纺织服装,2025-04-29,16.95,1.13,2882615377.0,2882615377.0,369092878.0
sh603809,豪能股份,603809.0,0.1623,619301716.33,13.395850467,-7.8007,104057343.33,30.42,32.6078,3.38,-0.185924808624,32.1457941938,汽车零部件,2025-04-30,38.89,3.99,14299231114.0,14299231114.0,919798069.0
sh603810,丰山集团,603810.0,0.1,322200052.44,22.6012551885,32.0928,16375863.17,250.11,218.1544,1.03,-0.475832342951,15.0558801132,农药兽药,2025-04-29,47.1,1.88,2855450811.0,2855450811.0,165245996.0
sh603811,诚意药业,603811.0,0.14,185591983.95,21.2557689488,-4.2485,45793170.61,40.1,-45.2413,3.57,0.169588709767,68.9705921752,化学制药,2025-04-30,18.85,3.3,4238590944.0,4238590944.0,327304320.0
sh603813,原尚股份,603813.0,-0.14,81115736.69,3.7929885404,6.031,-14663089.78,-63.4700787752,35.9061,-2.53,0.044874779412,8.1591593322,物流行业,2025-04-30,-41.96,4.1,2291427300.0,2291427300.0,105015000.0
sh603815,交建股份,603815.0,0.05,788932079.51,1.5522243062,-40.4589,33030641.7,1.11,10.9419,1.4,-0.678517774361,8.0046557974,工程建设,2025-04-30,37.64,3.54,8473072777.0,8473072777.0,618924235.0
sh603816,顾家家居,603816.0,0.64,4913784676.11,12.9489565197,5.0337,519062484.36,23.53,796.4797,5.13,0.010348415811,32.3908422159,装修建材,2025-04-29,12.14,2.53,24783192328.0,24503055189.0,812166231.0
sh603817,海峡环保,603817.0,0.0847,278793452.62,8.1961317344,-18.2851,45244930.64,-14.73,117.1345,1.59,-0.843617146774,40.9059335965,环保行业,2025-04-23,14.28,1.13,3545922723.0,3545922723.0,570084039.0
sh603818,曲美家居,603818.0,-0.01,878512429.39,-0.9873469489,-3.941,-4250801.92,94.65,75.6309,-0.2,0.099585025723,36.8304191387,装修建材,2025-04-30,-28.2,1.2,2643193842.0,2643193842.0,686543855.0
sh603819,神力股份,603819.0,0.002,326379696.84,21.5485713263,-2.831,458101.91,-95.01,-95.0136,0.06,-0.520037667905,7.0024037314,电机,2025-04-29,159.63,3.17,2514783660.0,2514783660.0,217730187.0
sh603822,嘉澳环保,603822.0,-0.6123,467022791.62,-6.5943084632,98.5351,-47039161.52,-44.0866404541,79.765,-7.964,1.464476898971,-0.2303324247,化学制品,2025-04-29,-39.37,15.57,6159899539.0,6159899539.0,76825886.0
sh603823,百合花,603823.0,0.11,568678551.27,-3.5959178077,-7.0511,45788834.25,12.71,42.0928,1.92,-0.006402960999,20.8641926964,化学制品,2025-04-26,33.11,2.75,6591100754.0,6506628708.0,411031504.0
sh603825,华扬联众,603825.0,-0.22,174809304.47,-72.1828678026,-23.8447,-55649367.42,-16.6248546372,82.6988,-13.94,-0.632233917986,9.1527324638,文化传媒,2025-04-29,-5.86,11.03,2447231092.0,2447231092.0,253336552.0
sh603826,坤彩科技,603826.0,0.0364,257794790.51,1.1097479298,46.2372,23851357.03,17.48,194.4774,1.26,-0.128771564042,32.5243307067,非金属材料,2025-04-26,125.04,6.45,12357072000.0,12357072000.0,655200000.0
sh603828,ST柯利达,603828.0,0.02,429522365.07,-29.4320345074,-42.726,12774530.6,-34.76,252.9059,1.7,-0.190506125042,10.2596310469,装修装饰,2025-04-30,144.9,3.87,2914245173.0,2914144766.0,595939625.0
sh603829,洛凯股份,603829.0,0.17,468127900.91,7.4486512565,-22.3425,27932366.37,52.05,-33.8348,2.6,-0.9712804995,18.5678569235,电网设备,2025-04-25,32.49,3.37,3713791923.0,3713791923.0,160008269.0
sh603833,欧派家居,603833.0,0.51,3447329769.42,-4.8045292498,-31.6821,307934611.81,41.29,-45.8126,1.6,1.26703430066,34.2909251556,装修建材,2025-04-30,15.94,1.79,32467839976.0,32467839976.0,609152720.0
sh603836,海程邦达,603836.0,-0.05,2102445762.9,6.8281890316,-21.1493,-9538484.34,-130.67,-2430.1381,-0.53,0.318262967387,4.6648304599,物流行业,2025-04-26,77.44,1.55,2774780404.0,2774780404.0,205235237.0
sh603838,四通股份,603838.0,-0.0271,67683217.01,76.9063953388,-19.6471,-8674162.18,-41.327235497,43.4086,-0.8966,-0.131495231145,0.8438250651,装修建材,2025-04-29,-79.9,2.71,2588929440.0,2588929440.0,320016000.0
sh603839,安正时尚,603839.0,0.06,574701113.35,12.8946829212,1.9116,23049475.53,268.0669577808,124.8641,1.23,-0.027955945305,49.1637628702,纺织服装,2025-04-30,74.78,1.79,3302902905.0,3302902905.0,389034500.0
sh603843,正平股份,603843.0,0.02,146974287.3,-38.2880849784,-72.6737,14571522.99,187.99,103.6618,4.0,0.101532987719,12.2294468442,工程建设,2025-04-30,-21.56,13.19,3798954177.0,3798954177.0,699623237.0
sh603848,好太太,603848.0,0.08,258862459.11,-11.3677823983,-46.9577,33477845.01,-39.73,-42.3314,1.36,-0.192770863765,47.923728418,家用轻工,2025-04-26,45.06,3.17,7766445662.0,7766445662.0,402406511.0
sh603855,华荣股份,603855.0,0.35,797977883.48,23.9883069209,-47.3107,116073461.65,36.58,-17.6145,5.33,-0.087949518856,49.3591394078,专用设备,2025-04-29,17.31,3.44,6848463410.0,6767810660.0,333554000.0
sh603856,东宏股份,603856.0,0.16,521479604.92,-19.0805285851,62.6509,42830431.58,-17.78,5849.3036,1.72,0.420877951922,20.9517318912,装修建材,2025-04-25,15.93,1.23,3246465251.0,3246465251.0,282056060.0
sh603858,步长制药,603858.0,0.2899,2784946981.48,5.4681659598,11.7828,307261088.17,169.49,135.4534,2.97,0.613011006289,61.7962158269,中药,2025-04-26,15.18,1.77,19056051747.0,19056051747.0,1054568442.0
sh603859,能科科技,603859.0,0.2,336689460.66,-16.6529262119,-28.9034,48992848.88,-12.07,-33.8946,1.68,-0.086441834204,55.1044037513,软件开发,2025-04-25,53.22,3.92,11772406395.0,11772406395.0,244697701.0
sh603860,中公高科,603860.0,-0.01,25484743.02,5.9101023792,-84.3461,-375969.36,91.4303948714,-100.9642,-0.05,-0.536771485603,50.0413080485,工程咨询服务,2025-04-30,-3078.58,2.57,2040408000.0,2040408000.0,66680000.0
sh603861,白云电器,603861.0,0.07,975945657.89,4.684362145,-31.7953,36643128.03,11.47,-49.1262,1.0,-0.503867838434,18.8283519922,电网设备,2025-04-30,35.34,1.49,5707975205.0,5581873208.0,528586478.0
sh603863,松炀资源,603863.0,-0.09,102461202.49,-28.2799303905,-49.1938,-18009763.16,19.9259936431,86.2495,-3.93,-0.19723275485,-3.0904784963,造纸印刷,2025-04-30,-50.61,11.41,4625090000.0,4625090000.0,204650000.0
sh603866,桃李面包,603866.0,0.0525,1201171488.4,-14.2021786522,-16.5656,84037214.32,-27.07,-3.4373,1.62,0.121589323271,21.9748045045,食品饮料,2025-04-19,21.19,1.68,8638483437.0,8638483437.0,1599719155.0
sh603867,新化股份,603867.0,0.38,764698211.6,2.810317028,-1.5365,71570375.34,-5.98,53.2605,3.03,-0.350565022805,21.9294847047,化学制品,2025-04-29,21.61,2.66,6404021140.0,6404021140.0,192892203.0
sh603868,飞科电器,603868.0,0.42,1157139176.38,-1.4701373865,40.0554,180945694.41,0.49,2786.4156,5.79,0.732567715542,56.2121152405,家电行业,2025-04-30,24.06,4.93,15446376000.0,15446376000.0,435600000.0
sh603869,ST智知,603869.0,0.0122,116064283.82,-31.300811376,-53.4235,5878028.26,-27.14,471.8662,0.16,-0.048201225914,44.8204392151,互联网服务,2025-04-29,135.56,1.23,4585401937.0,4585401937.0,494116588.0
sh603871,嘉友国际,603871.0,0.27,2294727096.1,15.0185656545,3.8644,261743914.84,-14.77,39.3631,4.57,0.281840715851,16.44065825,物流行业,2025-04-25,17.44,3.39,19562523809.0,19562523809.0,1368008658.0
sh603876,鼎胜新材,603876.0,0.1,6456621490.63,26.0849319456,0.7927,85274953.93,179.93,11.3933,1.27,-0.364738864429,9.7145209416,有色金属,2025-04-30,28.64,1.48,10760914327.0,10760914327.0,929267213.0
sh603877,太平鸟,603877.0,0.26,1667974604.93,-7.6258867177,-26.2219,123881397.2,-21.97,-17.764,2.71,-0.630137032606,60.0376388675,纺织服装,2025-04-11,41.92,1.51,6514972796.0,6490740216.0,469323226.0
sh603878,武进不锈,603878.0,0.05,482599985.9,-33.895370111,-14.0647,30322807.09,-55.43,167.5576,1.16,0.092667924515,16.2816683891,钢铁行业,2025-04-28,37.79,2.19,5706073408.0,5706073408.0,561069165.0
sh603880,南卫股份,603880.0,-0.027,170922078.18,22.806040172,15.8377,-7917932.55,-553.73,95.5356,-0.72,0.025783512085,8.5847066372,医疗器械,2025-04-30,-68.43,6.66,1774717880.0,1774717880.0,289042000.0
sh603881,数据港,603881.0,0.07,395019997.46,3.571928599,-26.5655,44055941.06,23.22,62.5587,1.36,0.43978400152,29.1939439956,互联网服务,2025-04-26,154.78,8.01,26299781933.0,26299781933.0,718376999.0
sh603882,金域医学,603882.0,-0.06,1466504705.88,-20.3532298817,-6.6332,-27785254.88,-49.09,94.1515,-0.39,0.117655085924,33.2470933434,医疗服务,2025-04-26,-81.01,2.01,13740240437.0,13647591554.0,460134577.0
sh603883,老百姓,603883.0,0.33,5435220089.0,-1.8759325693,-11.2684,250636310.0,-21.98,325.6269,3.74,1.05811277061,34.222184503,医药商业,2025-04-30,15.66,1.87,12457967097.0,12438210968.0,758890236.0
sh603885,吉祥航空,603885.0,0.16,5722456111.05,0.0546619499,24.3091,345002708.15,-7.87,196.7317,3.88,0.706352700848,13.3346639008,航空机场,2025-04-30,29.38,3.24,29702471645.0,29702471645.0,2184005268.0
sh603886,元祖股份,603886.0,-0.1,337747509.22,-19.7689680572,-17.9558,-25016485.25,-198.0099163259,-438.9,-1.52,-0.006670195667,61.5634188599,食品饮料,2025-04-26,1169.38,2.02,2887200000.0,2887200000.0,240000000.0
sh603887,城地香江,603887.0,0.03,419885418.7,72.453910177,-44.631,18224649.74,139.7283106649,108.5009,0.51,-0.672297693421,19.0996110625,互联网服务,2025-04-30,136.35,2.83,10187640163.0,9959024713.0,595279421.0
sh603888,新华网,603888.0,0.0745,332980852.86,0.3879954915,-64.2519,38656511.72,41.43,-50.5071,1.1,-0.178303819268,34.6519531886,文化传媒,2025-04-29,43.27,3.68,13332826200.0,13332826200.0,674738168.0
sh603889,新澳股份,603889.0,0.14,1102914826.44,0.2913937184,13.7719,101210584.21,5.37,73.8529,2.92,-0.195569738638,20.7770241461,纺织服装,2025-04-26,9.17,1.42,4966022612.0,4900479452.0,720658743.0
sh603890,春秋电子,603890.0,0.09,867716387.7,-4.5474586565,-9.9016,40297264.1,178.7,-42.7434,1.38,0.039897791391,18.6789366972,消费电子,2025-04-29,32.68,2.12,6098627226.0,6098627226.0,439066035.0
sh603893,瑞芯微,603893.0,0.5,884962635.69,62.9532060418,-9.3985,209479446.98,209.65,-13.8488,5.74,0.743733255638,40.9463414743,半导体,2025-04-23,89.33,23.98,94895324453.0,94868709553.0,420610550.0
sh603895,天永智能,603895.0,0.06,116970726.28,-31.8538616347,56.9814,6612981.16,46.02,104.1237,3.58,-0.012974454848,23.6278921222,专用设备,2025-04-30,178.8,17.07,3255369600.0,3255369600.0,108080000.0
sh603896,寿仙谷,603896.0,0.29,170805352.0,-22.6781001815,-22.2359,58373966.01,-24.32,4.1571,2.51,0.353997405307,81.6254372228,中药,2025-04-25,30.89,1.81,4050123102.0,4050123102.0,198243911.0
sh603897,长城科技,603897.0,0.27,3091172370.62,17.3434910737,-11.1256,54928925.89,-2.32,16.312,2.12,1.556510937177,3.828785011,电网设备,2025-04-30,19.13,2.25,5251723725.0,5251723725.0,206435681.0
sh603898,好莱客,603898.0,0.01,390727602.11,-3.0296620836,-16.0586,2200694.36,-82.6,121.0694,0.07,-0.385805850945,29.8151029645,装修建材,2025-04-29,63.22,1.03,3113450620.0,3113450620.0,311345062.0
sh603899,晨光股份,603899.0,0.3472,5244822850.5,-4.3854383784,-26.2739,318201988.44,-16.23,-14.97,3.52,0.121246233938,20.6538495655,家用轻工,2025-04-29,22.67,2.96,25262217441.0,25262217441.0,920970377.0
sh603900,莱绅通灵,603900.0,0.08,371337001.15,53.2036266121,9.2346,28337366.79,251.0499321857,120.5416,1.47,0.060648251008,40.9743746971,珠宝首饰,2025-04-30,29.09,1.79,3526285075.0,3510710875.0,341508840.0
sh603901,永创智能,603901.0,0.09,890446622.73,7.0669340254,-17.6795,40679946.53,5.75,164.5115,1.63,0.157968468628,25.6709656385,专用设备,2025-04-26,35.13,2.39,5725292103.0,5637641850.0,480207994.0
sh603903,中持股份,603903.0,0.01,153920471.93,-25.7625858107,-62.4732,3083162.28,-83.67,102.6901,0.2,-0.853218970327,34.0895321734,环保行业,2025-04-30,156.19,2.05,3125110435.0,3125110435.0,255319480.0
sh603906,龙蟠科技,603906.0,-0.04,1592279566.99,7.9896992842,-20.875,-25948780.35,66.976811727,92.2048,-0.86,0.245161416269,16.72289856,电池,2025-04-30,-69.31,3.81,11803909499.0,9736309499.0,565078903.0
sh603908,牧高笛,603908.0,0.33,334392035.28,-6.0700107658,49.3459,30690464.9,-2.75,454.2484,5.26,-0.745511922006,26.772261455,纺织服装,2025-04-29,23.86,4.11,2252921580.0,2252921580.0,93366000.0
sh603909,建发合诚,603909.0,0.0775,1539976178.12,-5.5218457991,-18.8989,20206757.14,-9.59,-37.3517,1.86,-0.905935234294,4.905293621,工程咨询服务,2025-04-26,30.7,2.54,2765742015.0,2765742015.0,260673140.0
sh603912,佳力图,603912.0,-0.02,135814436.52,18.89816687,-61.3225,-12831702.5,-649.49,-154.2483,-0.68,-0.231045940369,17.8751923301,专用设备,2025-04-30,-142.69,2.85,5071548353.0,5071548353.0,541832089.0
sh603915,国茂股份,603915.0,0.07,601698015.35,2.8172976937,-9.171,43033691.66,-33.43,-49.3379,1.17,-0.136510624864,19.626185247,通用设备,2025-04-29,52.33,3.03,11182451134.0,11182451134.0,656632480.0
sh603916,苏博特,603916.0,0.06,681630548.5,17.8058257142,-36.8789,24328261.57,15.36,40.8389,0.57,0.222882761924,33.6415698027,化学制品,2025-04-29,35.12,1.06,4441996891.0,4379789491.0,420325287.0
sh603917,合力科技,603917.0,0.0131,122105340.59,-17.5576284613,-25.5301,2666547.36,-67.22,118.3549,0.16,0.071490118622,19.1625742551,汽车零部件,2025-04-29,145.08,1.72,2857836800.0,2857836800.0,203840000.0
sh603918,金桥信息,603918.0,-0.0632,101104668.59,63.9321569193,-70.35,-23153186.78,23.6569255297,-304.3756,-2.18,-0.200055426301,25.7518254825,互联网服务,2025-04-19,-82.4,6.58,6708777525.0,6703374177.0,365107526.0
sh603919,金徽酒,603919.0,0.47,1108302532.78,3.0449111813,59.9129,233794429.79,5.77,324.2906,6.79,0.530535736746,66.8084693132,酿酒行业,2025-04-15,17.17,3.04,10241579339.0,10241579339.0,507259997.0
sh603920,世运电路,603920.0,0.25,1217401029.79,11.3332904966,-9.6041,179844990.21,65.61,-6.2526,2.74,0.368766889961,22.6722688922,电子元件,2025-04-16,42.76,5.1,32849731667.0,32849731667.0,720546867.0
sh603922,金鸿顺,603922.0,0.02,127454602.98,-28.8769524188,-43.8825,3568395.59,121.24,-11.5345,0.35,-0.059776288337,14.9715589424,汽车零部件,2025-04-30,249.04,3.91,4039168000.0,4039168000.0,179200000.0
sh603926,铁流股份,603926.0,0.12,552345346.48,-1.7933677609,-14.1594,26575076.46,-0.91,4.8742,1.56,-0.124664296362,17.0682911263,汽车零部件,2025-04-29,42.42,2.45,4140401018.0,4071993098.0,230838611.0
sh603927,中科软,603927.0,-0.02,1234885063.44,-4.0828378528,-51.5165,-16236680.42,-162.74,-124.8544,-0.49,-1.531981130234,22.7557245601,软件开发,2025-04-25,81.02,5.56,17343804800.0,17343804800.0,831040000.0
sh603928,兴业股份,603928.0,0.05,364294527.68,8.6346103096,-8.4079,13015076.69,-17.47,230.6982,0.86,0.06419808631,11.9804603099,塑料制品,2025-04-30,45.45,2.66,4104172800.0,4104172800.0,262080000.0
sh603929,亚翔集成,603929.0,0.3843,835003533.61,-23.8300922846,-13.2842,81990935.83,-29.82,-58.3491,4.38,4.263351334271,13.3487704175,装修装饰,2025-04-25,27.81,4.93,8948318400.0,8948318400.0,213360000.0
sh603931,格林达,603931.0,0.16,162407600.82,-4.8750001754,11.8407,31822890.86,-6.66,-9.8805,2.01,0.108550126735,30.4175207752,电子化学品,2025-04-26,48.53,3.77,5958813227.0,5958813227.0,199558380.0
sh603933,睿能科技,603933.0,0.0632,532822997.91,23.2890867112,10.5542,13112729.74,-27.4,155.4531,1.01,-0.141643385042,24.5424421962,半导体,2025-04-26,50.45,2.73,3590521148.0,3590521148.0,207544575.0
sh603936,博敏电子,603936.0,0.04,822855047.9,14.3840921923,-11.34,27326926.1,4.53,109.5238,0.64,0.092628573472,13.2002166806,电子元件,2025-04-26,109.46,1.9,8296037733.0,8296037733.0,630398004.0
sh603937,丽岛新材,603937.0,-0.06,410940701.19,33.0639426613,-10.8616,-12256166.87,-1158.6192467557,60.2195,-0.78,0.000655879901,3.2469836503,有色金属,2025-04-29,-54.69,1.7,2602656326.0,2602656326.0,208880925.0
sh603938,三孚股份,603938.0,0.07,494367660.58,8.20652825,16.0328,27002805.04,157.98,103.8446,1.11,-0.085666572833,15.5782798676,化学制品,2025-04-29,71.28,2.23,5483009042.0,5483009042.0,382624497.0
sh603939,益丰药房,603939.0,0.37,6009043521.27,0.638432443,-12.1903,449493528.8,10.51,7.5148,4.02,0.919144057633,39.6377667712,医药商业,2025-04-29,16.98,2.73,29886086174.0,29880605148.0,1212194935.0
sh603948,建业股份,603948.0,0.31,510832696.89,-9.1825790537,-17.171,49622204.33,-15.67,16.086,2.35,0.001522764099,16.8605861986,化学制品,2025-04-26,17.43,2.02,4120725275.0,4120725275.0,162489167.0
sh603949,雪龙集团,603949.0,0.08,103537222.51,2.5986743886,12.7032,17774464.87,-6.02,12.246,1.73,-0.068398193057,33.8819974301,汽车零部件,2025-04-29,53.76,4.28,4438093014.0,4418514859.0,210205274.0
sh603950,长源东谷,603950.0,0.25,501156364.96,20.5181663095,-22.8695,77679774.67,65.8,3.1683,2.86,0.718225306265,25.2799816281,汽车零部件,2025-04-30,36.43,4.29,11947461288.0,11928146648.0,323606800.0
sh603955,大千生态,603955.0,0.0181,22165372.98,-11.4634083497,-46.5138,2458490.56,-72.33,-82.2052,0.16,-0.697378469643,47.4055656969,工程建设,2025-04-30,-147.09,3.04,4678268400.0,4678268400.0,135720000.0
sh603956,威派格,603956.0,-0.13,106688279.19,-50.2431318591,-78.1267,-65823385.35,-75.51972922,-17.8997,-3.84,-0.15089685833,46.1106394662,专用设备,2025-04-26,-23.95,1.95,3835469305.0,3835469305.0,569906286.0
sh603958,哈森股份,603958.0,0.025,357446933.33,57.6761581839,41.0601,5590050.23,13.41,110.1688,0.79,0.014675371535,39.2856298169,纺织服装,2025-04-29,-990.11,4.8,3386918400.0,3386918400.0,219360000.0
sh603959,ST百利,603959.0,-0.06,318036293.5,17.9201136048,-27.766,-30954104.96,63.19,86.6124,-25.02,-0.173472928413,13.8913208722,工程咨询服务,2025-04-30,-31.24,37.21,3255585307.0,3255585307.0,490298992.0
sh603960,克来机电,603960.0,0.04,80519127.28,-17.2996167929,-61.1027,9215416.63,-17.86,-56.5876,0.83,0.011603947176,26.9737753794,专用设备,2025-04-26,144.66,5.03,5632010892.0,5632010892.0,262197900.0
sh603966,法兰泰克,603966.0,0.1,407863182.15,18.4306962467,-42.7387,34394247.37,38.37,-21.5612,2.1,0.688673033283,27.2780086973,专用设备,2025-04-26,17.75,2.2,4333877000.0,4323239618.0,397722136.0
sh603967,中创物流,603967.0,0.2,2071289212.62,-12.9521087483,-22.9643,69136814.99,10.05,32.3772,2.89,0.570814428475,7.1866145279,物流行业,2025-04-19,13.62,1.68,3858400482.0,3858400482.0,346666710.0
sh603968,醋化股份,603968.0,-0.0324,688245529.08,-4.1525398803,-8.7788,-6717926.61,75.15,32.5435,-0.37,-0.674115084169,11.3592469165,化学制品,2025-04-30,471.49,1.34,2459894400.0,2459894400.0,204480000.0
sh603969,银龙股份,603969.0,0.08,584782881.53,23.6990087557,-31.2988,69632278.02,76.97,2.4249,2.81,-0.123471413922,23.8215969601,通用设备,2025-04-29,26.89,3.52,9233594880.0,9078065310.0,842903000.0
sh603970,中农立华,603970.0,0.2007,2532148049.31,5.616600378,21.7177,53936654.66,-5.1,90.8746,3.49,-2.402456504802,6.4115192295,农药兽药,2025-04-29,12.74,2.35,3623425806.0,3623425806.0,268800134.0
sh603976,正川股份,603976.0,0.07,161572393.9,-34.2429468304,-15.6107,10914129.26,-48.15,734.3172,0.89,0.126422188726,21.6139297358,医疗器械,2025-04-30,106.79,2.56,3008952675.0,3008952675.0,151203652.0
sh603977,国泰集团,603977.0,0.07,483062339.71,-1.2636927683,-25.7664,43083930.43,-8.23,214.0487,1.33,0.077763096918,32.720603673,化学制品,2025-04-29,33.44,2.48,8113418274.0,8113418274.0,621241828.0
sh603978,深圳新星,603978.0,0.01,741728037.75,47.8298181238,4.087,2421367.66,106.029021279,101.2546,0.14,0.709513960204,5.3343852809,有色金属,2025-04-25,-109.31,3.1,4888943965.0,4888943965.0,211094299.0
sh603979,金诚信,603979.0,0.68,2810907853.68,42.4908111702,-5.4139,421923633.87,54.1,-14.0144,4.58,0.791567604307,33.7644799294,采掘行业,2025-04-25,19.58,4.45,43502423267.0,43502423267.0,623780087.0
sh603980,吉华集团,603980.0,-0.03,340341319.16,-6.3941336628,-29.0244,-20770353.77,-119.49,-149.3128,-0.54,-0.051472598292,8.4184348409,化学制品,2025-04-30,554.13,0.99,3830876818.0,3830876818.0,676833360.0
sh603982,泉峰汽车,603982.0,-0.3323,601040840.05,19.3551238703,-18.1593,-90491482.74,35.9169210233,33.6203,-4.99,-0.423756945995,2.1925136283,汽车零部件,2025-04-30,-9.67,1.51,3232549777.0,3232549777.0,339553548.0
sh603983,丸美生物,603983.0,0.34,846648701.63,28.0102536465,-16.7861,135045089.33,22.07,31.3343,3.92,-0.068796910898,76.0537113634,美容护理,2025-04-26,42.96,4.74,15959800000.0,15959800000.0,401000000.0
sh603985,恒润股份,603985.0,0.0678,707632091.86,108.2678285721,7.0501,29894472.05,335.3574479871,146.2714,0.93,0.089658365304,12.3344153147,风电设备,2025-04-29,92.64,2.33,7441683091.0,7441683091.0,440858003.0
sh603986,兆易创新,603986.0,0.35,1909062290.61,17.3168760221,11.8779,234630087.42,14.57,-13.2382,1.41,0.505752038128,37.440423888,半导体,2025-04-26,123.49,8.15,142125268923.0,142116904364.0,667238757.0
sh603987,康德莱,603987.0,0.14,548144759.22,-3.822683545,-1.4719,60704201.61,0.28,20.7088,2.36,-0.03041225238,32.0216436639,医疗器械,2025-04-26,15.76,1.52,3939853738.0,3939853738.0,436790880.0
sh603988,中电电机,603988.0,0.02,118082880.22,7.0355963114,-50.1049,4198469.52,122.79,27.5105,0.65,-0.164003122236,23.1327968619,电机,2025-04-30,94.46,9.91,6606768000.0,6606768000.0,235200000.0
sh603989,艾华集团,603989.0,0.1794,941084156.07,15.7705696484,-0.5535,71547044.79,103.45,67461.6182,1.92,-0.379191371968,20.9257928666,电子元件,2025-04-30,25.27,1.98,7465040522.0,7465040522.0,401130603.0
sh603990,麦迪科技,603990.0,0.08,63339962.76,-43.1329223863,-38.9597,23595895.17,138.55,121.0201,2.91,-0.057223805086,66.0951030689,软件开发,2025-04-30,81.9,5.6,4640183375.0,4640183375.0,306282731.0
sh603991,至正股份,603991.0,-0.19,51190613.66,38.6673593512,-70.129,-14231535.0,-157.7347882356,7.9408,-6.48,0.062337176289,6.5156822932,塑料制品,2025-04-29,-111.15,24.55,5034839115.0,5034839115.0,74534998.0
sh603992,松霖科技,603992.0,0.11,561886241.79,-17.4954493072,-31.7516,45455632.19,-59.17,-63.8356,1.41,0.078728123676,32.5901332104,装修建材,2025-04-29,72.41,4.19,13480514439.0,13226910279.0,424756271.0
sh603993,洛阳钼业,603993.0,0.18,46005929071.08,-0.2503187155,-21.0525,3946025081.1,90.47,-24.9679,5.49,0.061111219095,22.3349779517,小金属,2025-04-26,19.37,4.61,335890669763.0,274135222163.0,17460842176.0
sh603995,甬金股份,603995.0,0.28,9388616718.19,0.8945148634,-14.0219,103606739.65,-15.41,-53.1879,1.79,-0.71855448462,4.5612175088,钢铁行业,2025-04-26,10.61,1.15,6431215501.0,6431215501.0,365617709.0
sh603997,继峰股份,603997.0,0.08,5037084511.23,-4.7270990963,-5.8361,104439125.64,447.56,399.5619,2.2,-0.085880406866,16.3202331519,汽车零部件,2025-04-30,54.68,3.36,16826525052.0,16826525052.0,1268012438.0
sh603998,方盛制药,603998.0,0.2,418083503.37,-4.6244458793,-2.6652,88257931.44,25.74,225.9431,5.32,0.049935881102,70.5020291243,中药,2025-04-29,15.53,3.21,5255803879.0,5255803879.0,439081360.0
