stock_code,stock_name,股票代码,每股收益,营业总收入-营业总收入,营业总收入-同比增长,营业总收入-季度环比增长,净利润-净利润,净利润-同比增长,净利润-季度环比增长,净资产收益率,每股经营现金流量,销售毛利率,所处行业,最新公告日期,市盈率-动态,市净率,总市值,流通市值,流通股本(万股)
sh688130,晶华微,688130.0,-0.11,37040423.65,38.7028850842,-2.7981,-10139213.96,-787.119598846,-225.8013,-0.8,-0.20712600265,54.3628003564,半导体,2025-04-26,-64.81,2.37,2976338734.0,1484219014.0,60285094.0
sh688131,皓元医药,688131.0,0.3,606125018.69,20.054685788,-6.9096,62384400.02,272.28,7.1122,2.14,-0.154065747869,48.5834894716,化学制药,2025-04-30,57.72,5.98,17519380208.0,17519380208.0,212099034.0
sh688132,邦彦技术,688132.0,-0.18,27705846.88,-78.376998774,-70.1379,-27205560.94,-177.02,23.7507,-1.88,-0.240604532808,55.1728100433,通信设备,2025-04-30,-24.9,2.13,2971435982.0,2117836415.0,108495718.0
sh688133,泰坦科技,688133.0,0.03,603969457.66,-9.0739668111,-20.3204,5129765.53,122.27,61.0614,0.18,-0.66202632532,23.2489681157,专业服务,2025-04-30,210.99,1.48,4120790644.0,4120790644.0,164436977.0
sh688135,利扬芯片,688135.0,-0.04,130068084.45,11.2218276279,1.546,-7584467.18,-2340.63,84.6531,-0.69,0.215501525588,22.7799266786,半导体,2025-04-30,-508.32,6.63,7178618354.0,7178618354.0,203072655.0
sh688136,科兴制药,688136.0,0.1293,353559464.74,-1.9697191516,-4.0985,25577232.91,106.21,78.8287,1.55,0.127453721044,67.8757358133,生物制品,2025-04-28,48.87,4.62,7853057895.0,7853057895.0,201257250.0
sh688137,近岸蛋白,688137.0,-0.17,33444619.29,28.2038916462,-5.7262,-11808403.41,-348.9077009477,67.342,-0.56,-0.189172931145,62.2579100974,生物制品,2025-04-29,-62.71,1.46,3037894754.0,1414519754.0,32675439.0
sh688138,清溢光电,688138.0,0.2,298536172.31,9.8272625116,4.5671,51742160.88,4.34,0.3713,3.43,0.210664721514,31.845268965,半导体,2025-04-30,56.4,3.87,10382104000.0,8799064000.0,266800000.0
sh688139,海尔生物,688139.0,0.35,688989400.7,0.302855108,37.3001,110258240.35,-19.88,91.7836,2.5,0.117058996559,48.354220891,医疗器械,2025-04-30,36.35,2.41,10377969861.0,10377969861.0,317952508.0
sh688141,杰华特,688141.0,-0.25,528146308.54,60.4159208909,8.4174,-113407581.3,45.7722304499,-17.7083,-5.62,0.055537562276,29.6866284654,半导体,2025-04-30,-43.96,14.14,25941384000.0,15322077839.0,263946216.0
sh688143,长盈通,688143.0,0.07,65463488.96,14.7537798785,-55.5888,8276017.88,26.76,-61.7491,0.7,-0.226208736293,53.0054836998,电子元件,2025-04-29,94.0,4.54,5472584331.0,4227049599.0,94522576.0
sh688146,中船特气,688146.0,0.16,515738388.32,17.0777749925,-5.6055,86673496.22,-5.52,24.1041,1.55,0.232481727526,28.8017528352,电子化学品,2025-04-26,65.43,4.15,23272941189.0,6372918214.0,144970842.0
sh688147,微导纳米,688147.0,0.1852,510288574.65,198.9480479158,-55.8432,84102906.38,2253.57,10.7283,3.17,-0.34113806476,36.1366103732,光伏设备,2025-04-29,70.33,9.6,27056097794.0,5934897794.0,101157283.0
sh688148,芳源股份,688148.0,-0.1,407367142.83,-3.125125109,-45.3987,-49654344.84,-805.8,83.8832,-9.25,0.061296482019,-4.0619788565,电池,2025-04-29,-11.79,14.01,3509990605.0,3509990605.0,510173053.0
sh688150,莱特光电,688150.0,0.15,144898495.88,27.0277788899,25.372,60874165.21,39.9,62.0469,3.35,0.068524018625,72.7053584581,光学光电子,2025-04-23,39.27,5.4,9932159598.0,9932159598.0,402437585.0
sh688151,华强科技,688151.0,0.005,64982273.26,-46.4449730228,-75.8741,1883115.36,-86.69,137.1236,0.04,0.090058044906,16.5591360846,专用设备,2025-04-24,863.07,1.7,7134595000.0,7134595000.0,344500000.0
sh688152,麒麟信安,688152.0,-0.17,35922054.32,-18.6167912909,-73.6725,-13680901.21,-88.086345699,-144.3161,-1.0,-0.380555983829,82.6956045035,软件开发,2025-04-30,-271.23,4.51,5632804528.0,2212527408.0,40096546.0
sh688153,唯捷创芯,688153.0,-0.04,508556827.12,10.2405229233,-16.7906,-18127598.99,-237.384736375,-315.886,-0.45,0.755844864081,21.2645981242,半导体,2025-04-25,-807.38,3.86,15233080483.0,5990262295.0,169216449.0
sh688155,先惠技术,688155.0,0.47,520727956.78,6.5051139275,-16.1919,58280864.69,20.46,66.7571,2.93,-0.511013606979,27.5347783316,电池,2025-04-30,31.34,4.62,9537684101.0,9537684101.0,125479333.0
sh688156,路德环境,688156.0,0.01,63074491.09,-7.18154704,13.5901,1254440.92,-77.89,102.3621,0.15,0.093907122809,16.9426961602,农牧饲渔,2025-04-18,-77.38,2.46,2023347414.0,2023347414.0,100714157.0
sh688157,松井股份,688157.0,0.03,153116201.85,13.2386074289,-29.988,3805026.37,-68.52,-74.9051,0.29,0.792523358932,43.3486655678,化学制品,2025-04-29,233.77,4.38,5741020636.0,5741020636.0,156431080.0
sh688158,优刻得,688158.0,-0.1,375740150.44,7.9708220982,-8.1121,-44732521.25,27.7043217025,40.9545,-1.88,-0.033328827907,24.343552376,互联网服务,2025-04-19,-77.46,5.22,12338489390.0,10964014472.0,405473908.0
sh688159,有方科技,688159.0,0.19,1057757239.81,22.659846281,111.7251,17599519.06,-70.03,254.2657,2.04,0.008474345883,7.5928244825,通信设备,2025-04-30,51.96,7.11,6605817102.0,6593019102.0,92728820.0
sh688160,步科股份,688160.0,0.13,131966660.68,17.8070311638,-12.7143,11122729.7,0.32,-32.656,1.42,-0.121429211786,36.7985598634,专用设备,2025-04-25,180.12,7.58,9405674931.0,8698200000.0,84000000.0
sh688161,威高骨科,688161.0,0.13,290185005.08,-16.5925598451,-21.4522,51789016.82,48.37,-12.899,1.3,0.1391381929,63.6761353775,医疗器械,2025-04-30,46.35,3.26,13160000000.0,13160000000.0,400000000.0
sh688162,巨一科技,688162.0,0.19,959587559.29,13.200645034,-19.2275,26484699.3,3.3,-35.9591,1.13,0.446618572287,15.2038405988,专用设备,2025-04-25,62.34,2.08,4961107704.0,4957564024.0,137100775.0
sh688163,赛伦生物,688163.0,0.03,25621279.55,-2.5857104396,18.4835,3757316.22,154.77,120.1388,0.34,-0.193433523933,74.8263785288,生物制品,2025-04-26,38.4,2.29,2532348000.0,2532348000.0,108220000.0
sh688165,埃夫特,688165.0,-0.13,252280926.37,-24.7058975562,-29.0003,-67357493.77,-247.6259547498,-30.2162,-4.23,-0.141403319943,5.46124512,通用设备,2025-04-30,-43.44,8.59,13180162800.0,13180162800.0,521780000.0
sh688166,博瑞医药,688166.0,0.03,248959843.43,-26.8051801129,-18.5676,12959776.09,-79.77,10.2192,0.53,0.253257845378,43.9455978654,化学制药,2025-04-18,736.66,10.44,25301527885.0,25301527885.0,423102473.0
sh688167,炬光科技,688167.0,-0.35,169523549.92,23.7503207548,4.7318,-31954633.0,-97.3758233609,74.0465,-1.52,0.043037536991,33.3882456135,半导体,2025-04-26,-275.03,6.4,13718853529.0,13718853529.0,89859524.0
sh688168,安博通,688168.0,-0.63,308116657.13,444.9103647582,-29.8683,-48682545.64,-38.8090066833,-31.0998,-4.38,-2.945003583496,92.0639048899,软件开发,2025-04-30,-27.5,5.9,5985477057.0,5985477057.0,76855124.0
sh688169,石头科技,688169.0,1.46,3427990011.0,86.2198797953,-30.5808,267487451.0,-32.92,-46.9654,2.06,-0.22837816731,45.4760493758,家电行业,2025-04-30,40.11,4.06,54355333879.0,54355333879.0,259106368.0
sh688170,德龙激光,688170.0,-0.16,99165075.14,-14.2599177602,-66.8321,-16470410.56,-126.7569418207,-25.1928,-1.35,0.202624231231,43.3425231205,专用设备,2025-04-29,-128.83,3.28,3989696000.0,3989696000.0,103360000.0
sh688171,纬德信息,688171.0,-0.01,8899339.03,-57.7886818006,-74.6429,-960893.21,-124.8,-115.1016,-0.12,0.070340521335,39.6612652704,软件开发,2025-04-30,749.23,5.68,4656125572.0,4656125572.0,83773400.0
sh688172,燕东微,688172.0,-0.18,227648859.92,-26.3267057295,-68.2011,-210612492.47,-971.32,-275.7051,-1.44,-0.002507753843,9.510736029,半导体,2025-04-26,153.48,2.09,39169439201.0,16053457176.0,585251811.0
sh688173,希荻微,688173.0,-0.07,177679311.25,44.5620717102,-11.3755,-27264802.83,44.233950517,71.3419,-1.75,-0.103202546293,30.0114693685,半导体,2025-04-30,-77.17,4.72,6897264991.0,6835303511.0,407105629.0
sh688175,高凌信息,688175.0,-0.1,43747002.93,7.6455466987,-70.5437,-12646829.02,-179.02,34.1187,-0.68,-0.342054147637,36.3386358271,通信设备,2025-04-30,-50.0,1.9,3306635690.0,3306635690.0,129317000.0
sh688176,亚虹医药,688176.0,-0.15,61101125.72,151.2429598861,-2.4112,-83530738.28,-0.8238324493,26.2248,-4.33,-0.193609048439,78.8710003001,生物制品,2025-04-30,-18.8,3.34,6100100790.0,4653125935.0,435685949.0
sh688177,百奥泰,688177.0,-0.23,206555604.43,27.8254395689,27.7134,-93330977.9,21.5429526623,35.6269,-14.11,0.191791213437,76.9901946107,生物制品,2025-04-29,-47.94,20.54,11979334400.0,11979334400.0,414080000.0
sh688178,万德斯,688178.0,-0.06,90439557.91,-41.0152389076,-58.0772,-5247402.73,-169.22,93.3546,-0.51,1.159305350185,22.1249989301,环保行业,2025-04-30,-41.61,2.36,2366339977.0,2366339977.0,84997844.0
sh688179,阿拉丁,688179.0,0.09,130180313.51,32.1982188635,-16.5221,24182495.49,41.35,-7.6744,2.11,0.121456131523,61.9037895417,化学制品,2025-04-25,76.13,4.4,4333806653.0,4333806653.0,332602199.0
sh688180,君实生物,688180.0,-0.24,500591459.94,31.4563669502,-26.0702,-234876226.63,17.0133951114,33.6804,-4.09,-0.024684433934,81.2419970386,生物制品,2025-04-26,-51.57,6.68,42566562052.0,31774702330.0,766394171.0
sh688181,八亿时空,688181.0,0.18,214214805.36,19.2120076497,13.3869,24043213.11,25.25,60.5936,1.16,-0.23812508372,42.6256663897,光学光电子,2025-04-26,83.64,2.51,5164091366.0,5164091366.0,134481546.0
sh688182,灿勤科技,688182.0,0.06,125084899.49,53.2721008807,-11.8077,22659354.56,55.48,192.2878,1.03,-0.00105236485,31.7531646761,通信设备,2025-04-15,109.61,5.17,11380000000.0,11380000000.0,400000000.0
sh688183,生益电子,688183.0,0.25,1579448108.26,78.5468421218,4.787,200182838.04,656.87,37.6304,4.56,0.219755035654,29.8384716032,电子元件,2025-04-29,61.54,14.43,65297962238.0,65297962238.0,831821175.0
sh688184,帕瓦股份,688184.0,-0.34,80013897.0,-72.5907028276,-59.3999,-56008733.21,46.01,81.9413,-2.75,-0.739507444297,79.3272010736,电池,2025-04-30,-5.07,0.98,1606379891.0,1014923891.0,100487514.0
sh688185,康希诺,688185.0,-0.05,137160578.06,20.0191105075,-50.8843,-11545431.51,93.2123973733,92.6215,-0.24,-0.055776472675,82.6890547591,生物制品,2025-04-30,-729.57,4.01,19677215968.0,9127226000.0,114778999.0
sh688186,广大特材,688186.0,0.35,1121860926.41,25.7472463385,7.4773,74250156.59,1488.76,110.1887,2.06,-1.160045263718,19.333874667,风电设备,2025-04-22,20.65,1.64,7646139845.0,7646139845.0,280489356.0
sh688187,时代电气,688187.0,0.45,4536728879.0,14.8107878533,-47.5674,631266879.0,13.42,-47.4557,1.52,0.039770730756,33.4998322037,交运设备,2025-04-30,21.38,1.76,71468824924.0,45730602357.0,868907512.0
sh688188,柏楚电子,688188.0,1.24,495841731.2,30.1219615779,14.0745,255458451.38,31.99,62.7467,4.56,0.842910747002,77.7557155157,软件开发,2025-04-22,34.68,7.74,44400888174.0,44400888174.0,288729927.0
sh688189,南新制药,688189.0,-0.0293,40624818.43,-70.2109423831,233.6956,-8028308.26,-143.66,97.3211,-0.86,0.362019332544,51.9990003559,化学制药,2025-04-30,-39.0,3.49,3119928000.0,3119928000.0,274400000.0
sh688190,云路股份,688190.0,0.66,421060236.88,-4.8727801056,-17.783,78909141.97,4.34,-19.582,3.1,-0.974061379667,29.9718538243,小金属,2025-04-30,38.56,5.03,13070400000.0,13070400000.0,120000000.0
sh688191,智洋创新,688191.0,-0.07,136710017.72,26.5413186551,-53.6156,-11119190.23,-343.2,-176.2961,-1.26,-0.186654763742,28.9390917212,电网设备,2025-04-26,183.16,8.27,6988891663.0,6988891663.0,231650370.0
sh688192,迪哲医药,688192.0,-0.46,159641464.34,96.316147679,644.2624,-192513348.95,14.1465682691,33.0378,-181.43,-0.315258141659,95.5702976672,化学制药,2025-04-30,-44.09,20.49,33275275912.0,29676605269.0,409728086.0
sh688193,仁度生物,688193.0,0.03,40684805.73,-9.2163984708,-12.8951,1220931.14,-67.04,109.7804,0.13,-0.07111386775,76.6812482209,生物制品,2025-04-30,463.92,2.07,1890897165.0,1890897165.0,40069870.0
sh688195,腾景科技,688195.0,0.1,113229735.98,20.6025534305,-0.0548,13033979.39,15.81,-6.1417,1.4,0.225291967221,34.5898995357,光学光电子,2025-04-30,209.0,16.29,15294344000.0,15294344000.0,129350000.0
sh688196,卓越新能,688196.0,0.51,708775162.52,-18.3853862695,20.3171,61312199.0,111.22,8.2014,2.17,0.450114465667,8.6703782172,化学制品,2025-04-19,27.15,2.23,6372000000.0,6372000000.0,120000000.0
sh688197,首药控股,688197.0,-0.34,2000000.0,,1308.1974,-50751013.4,4.7959092422,2.3285,-6.48,-0.422597345525,,生物制品,2025-04-28,-32.13,9.52,6707242369.0,2886620178.0,64004882.0
sh688198,佰仁医疗,688198.0,0.24,100139512.37,31.3043334157,-52.2133,32504318.17,290.69,-62.9102,2.57,0.068252363541,85.7189533466,医疗器械,2025-04-25,102.06,11.91,14573752471.0,14573752471.0,137748133.0
sh688199,久日新材,688199.0,-0.07,356042647.47,-0.1504329755,-2.2881,-10524330.01,-139.7470184683,64.4823,-0.41,-0.298933605709,11.904557988,化学制品,2025-04-26,-235.42,1.67,4264460789.0,4264460789.0,161227251.0
sh688200,华峰测控,688200.0,0.46,197651861.61,44.4578472713,-30.4402,61931236.61,164.23,-48.7414,1.72,0.163006524459,75.294138096,半导体,2025-04-30,72.1,7.68,28231570768.0,28231570768.0,135533225.0
sh688201,信安世纪,688201.0,-0.0327,75161832.96,6.4443946041,-62.4998,-10379591.87,65.13,-958.8116,-0.81,-0.152235537314,72.6263082874,软件开发,2025-04-29,225.6,3.61,4678018786.0,4462328607.0,302530753.0
sh688202,美迪西,688202.0,-0.11,267091301.6,2.9227871865,13.1646,-14546830.68,61.2660168502,92.8047,-0.68,0.006962479258,22.0344248343,医疗服务,2025-04-30,-361.65,4.48,9329415657.0,9329415657.0,134352184.0
sh688203,海正生材,688203.0,0.0012,205373557.97,6.9975493285,10.4576,233434.57,-96.62,-88.6181,0.02,0.085000660555,8.2166030996,化纤行业,2025-04-26,473.96,2.04,3015849652.0,1846875944.0,124118007.0
sh688205,德科立,688205.0,0.12,198831542.67,5.9828930577,-17.37,14538555.49,-36.82,-39.8399,0.65,0.195487186522,27.2408432247,光学光电子,2025-04-25,340.93,8.47,19155690516.0,19155690516.0,158285329.0
sh688206,概伦电子,688206.0,0.003,91423973.13,11.7480616509,-34.6694,1504070.84,104.1239385193,103.8759,0.08,0.022341153184,95.6444067309,软件开发,2025-04-30,198.89,9.09,18368857175.0,18368857175.0,435177853.0
sh688207,格灵深瞳,688207.0,-0.17,7674727.75,-75.0225409061,-86.4344,-44503956.79,-64.2245881012,39.8386,-2.21,-0.248097201715,30.2065663502,软件开发,2025-04-26,-28.09,2.3,4485414906.0,4485414906.0,258973147.0
sh688208,道通科技,688208.0,0.45,1093779525.58,26.7081275781,-3.0426,199492887.25,59.91,100.2102,5.44,0.618262305395,56.5799073019,计算机设备,2025-04-26,27.35,8.41,26284592791.0,26284592791.0,670183396.0
sh688209,英集芯,688209.0,0.05,306235794.2,17.2483197987,-24.6907,19639064.92,395.62,-44.2178,0.98,0.013006779624,32.6332231707,半导体,2025-04-29,94.68,4.89,9831689175.0,6846398642.0,298969373.0
sh688210,统联精密,688210.0,0.02,173957583.38,33.9331387772,-21.673,2742739.43,-81.31,-87.8514,0.21,0.253909008694,31.0462337373,电子元件,2025-04-30,1034.17,8.06,10079299792.0,10079299792.0,161397915.0
sh688211,中科微至,688211.0,-0.21,375556662.19,8.9906132433,-44.2488,-26336182.12,36.9412086244,63.8533,-2.36,-0.201242903945,19.9130075217,物流行业,2025-04-30,-35.3,1.26,4411523557.0,4411523557.0,131608698.0
sh688212,澳华内镜,688212.0,-0.21,123727829.72,-26.9175548489,-50.3093,-28791459.68,-1143.36,-76.7347,-2.13,-0.590201301004,66.3576105762,医疗器械,2025-04-18,-85.53,5.53,6972966645.0,6972966645.0,134665250.0
sh688213,思特威,688213.0,0.48,1749619552.82,108.9358148252,-0.6235,191452874.73,1264.97,60.2101,4.43,-1.220288177028,22.7925208602,半导体,2025-04-19,60.33,10.37,47883441720.0,38493955571.0,323044273.0
sh688215,瑞晟智能,688215.0,0.04,70073492.19,-13.3040795773,-49.8226,1997059.8,29.18,-78.2919,0.43,-0.542760377123,32.819559881,专用设备,2025-04-26,688.43,11.35,5148671227.0,5148671227.0,62423269.0
sh688216,气派科技,688216.0,-0.3,131615560.56,6.5026892438,-23.0815,-32172383.38,-52.432136892,21.9336,-5.04,-0.185464680301,-4.5473340041,半导体,2025-04-26,-24.54,4.82,2879341947.0,2863339587.0,106285805.0
sh688217,睿昂基因,688217.0,0.06,54738007.28,-14.722660762,3.9144,3355013.27,529.26,115.6106,0.37,0.188669814553,71.0028088914,医疗器械,2025-04-25,224.49,1.75,1595802949.0,1595802949.0,55855896.0
sh688218,江苏北人,688218.0,-0.16,77869532.6,-41.9498706155,-77.9543,-18994777.56,-544.18,-150.1157,-2.03,-0.39936762564,5.3945901173,专用设备,2025-04-30,-69.28,3.65,3286453800.0,3286453800.0,118601725.0
sh688219,会通股份,688219.0,0.11,1467517369.53,15.0704786166,-18.3541,49585854.73,14.67,19.3003,2.27,0.162866103655,13.5002259083,塑料制品,2025-04-23,35.11,2.59,7381367586.0,7381367586.0,550437553.0
sh688220,翱捷科技,688220.0,-0.3,909945198.53,9.6142671259,7.5452,-122238253.41,2.4323740626,56.4284,-2.17,-0.438016971104,26.3491536938,半导体,2025-04-30,-94.18,8.3,46222248235.0,39825101459.0,360408158.0
sh688221,前沿生物,688221.0,-0.12,28328182.53,14.930351836,-25.1153,-44121517.41,20.7960068166,-456.7485,-3.94,-0.12993086416,32.468311902,化学制药,2025-04-30,-27.76,5.18,5405169963.0,5405169963.0,374578653.0
sh688222,成都先导,688222.0,0.07,106736382.81,-0.6016659153,-17.0768,28284392.84,102.9,33.1854,2.01,0.168970284616,51.8706868103,医疗服务,2025-04-26,98.76,6.92,9884775600.0,9884775600.0,400680000.0
sh688223,晶科能源,688223.0,-0.14,13842855175.6,-40.0318318165,-33.1298,-1389713611.93,-218.2,-24.5232,-4.4,-0.261824976194,-3.2888845194,光伏设备,2025-04-30,-9.56,1.96,55628926890.0,55628926890.0,10005202678.0
sh688225,亚信安全,688225.0,-0.5684,1290212702.17,347.5428717554,-48.1155,-227359290.08,-55.822919728,-204.3258,-11.13,-1.713873758406,21.7323271239,软件开发,2025-04-29,-12.3,4.87,8760219000.0,8760219000.0,400010000.0
sh688226,威腾电气,688226.0,0.07,873596037.97,9.8950149255,18.7327,13294742.22,-62.33,193.8509,0.79,-1.148002889353,11.3274949163,电网设备,2025-04-28,284.56,5.62,9382376000.0,9382376000.0,187647520.0
sh688227,品高股份,688227.0,-0.14,87140771.01,49.6943881855,-72.9766,-15557183.12,24.0748587859,10.5332,-1.18,-0.131833069178,22.9468798224,软件开发,2025-04-28,-119.08,2.87,3764740658.0,2134422807.0,64096781.0
sh688228,开普云,688228.0,0.01,60297628.73,-31.3171118577,-84.4682,732234.55,156.77,-98.0032,0.06,-0.677912695592,46.5596193935,互联网服务,2025-04-26,1832.15,10.66,13841239200.0,13841239200.0,67518240.0
sh688229,博睿数据,688229.0,-0.21,36210318.28,-3.8115045374,2.1855,-9205137.92,34.2363601478,82.3015,-2.22,-0.623213839414,66.5661572859,互联网服务,2025-04-26,-55.12,7.33,2887332000.0,2887332000.0,44400000.0
sh688230,芯导科技,688230.0,0.2,74262850.66,8.1022140926,-24.8109,24071129.24,-1.62,-17.0406,1.06,-0.048373658418,33.8687654412,半导体,2025-04-25,99.94,4.52,10033632000.0,10033632000.0,117600000.0
sh688231,隆达股份,688231.0,0.12,343972563.47,8.6667723805,-0.3005,28539148.88,3.2,351.2143,1.05,-0.424488254691,15.6235942797,有色金属,2025-04-26,47.0,1.8,4986514289.0,2554264992.0,126448762.0
sh688232,新点软件,688232.0,-0.13,276561428.89,-5.9374205212,-68.8673,-40428438.41,23.2049003084,-118.5317,-0.73,-0.665961285697,59.5297657344,软件开发,2025-04-26,-74.01,1.72,9203700000.0,9203700000.0,330000000.0
sh688233,神工股份,688233.0,0.17,105844314.91,81.4880346796,19.4361,28510674.09,1850.7,108.6434,1.58,0.268688253166,39.6755295508,半导体,2025-04-26,88.52,4.73,8646422217.0,8646422217.0,170305736.0
sh688234,天岳先进,688234.0,0.02,407961034.96,-4.2499028056,-16.2162,8518174.22,-81.52,-76.3338,0.16,0.335024146412,23.948280188,半导体,2025-04-30,1829.76,7.47,39816259575.0,35305059375.0,429711044.0
sh688235,百济神州,688235.0,-0.07,8047870000.0,50.1653749026,-0.3742,-94503000.0,95.047157945,92.6832,-0.38,-0.137765334896,85.8622840578,生物制品,2025-05-14,525.62,17.61,472834019582.0,35310459294.0,115055260.0
sh688236,春立医疗,688236.0,0.15,229843941.53,3.6032248031,-22.7606,58071117.89,5.2,-9.0316,2.04,-0.196427979878,66.6850189654,医疗器械,2025-04-30,41.73,3.29,9554691335.0,7184741480.0,288428000.0
sh688237,超卓航科,688237.0,0.02,78454610.6,-8.5729801041,-41.8433,2097402.68,-87.83,129.9244,0.17,-0.344036190627,23.0402493133,航天航空,2025-04-26,581.03,4.23,5080507677.0,5080507677.0,89603310.0
sh688238,和元生物,688238.0,-0.092,52847732.33,-11.2908001773,-17.7874,-59477301.44,-41.0407615595,54.9572,-3.48,-0.094622818016,-36.44242031,医疗服务,2025-04-24,-24.42,3.32,5107918829.0,5045816659.0,641145700.0
sh688239,航宇科技,688239.0,0.29,421927003.21,-26.9877483932,7.4896,42839627.97,-23.2,4.1156,2.31,0.243632586173,26.2288644879,航天航空,2025-04-29,46.43,4.38,8385634133.0,8385634133.0,190625918.0
sh688244,永信至诚,688244.0,-0.24,30085001.1,2.1654035791,-83.5946,-23974336.54,-20.0759334237,-159.8391,-2.36,-0.351753769372,50.1365135067,软件开发,2025-04-29,-41.25,3.54,3469095707.0,1675073878.0,72892684.0
sh688246,嘉和美康,688246.0,-0.13,101199221.48,-17.428596667,-12.9054,-17433344.55,-47.1095917432,91.8861,-1.13,-0.683638100116,42.7227420505,医疗服务,2025-04-30,-18.0,2.91,4185353891.0,4185353891.0,137585598.0
sh688247,宣泰医药,688247.0,0.05,108926965.45,-2.2301418177,-26.9001,20489309.09,-10.51,-41.6717,1.6,0.144677733577,39.9271372523,化学制药,2025-04-30,54.3,3.8,4950472800.0,4950472800.0,453340000.0
sh688248,南网科技,688248.0,0.1,509733375.74,0.8695584588,-43.6132,56933524.2,35.66,-33.3132,1.89,-0.651628545564,32.510608955,电网设备,2025-04-26,98.02,11.09,34220820000.0,13841040000.0,228400000.0
sh688249,晶合集成,688249.0,0.07,2567682999.65,15.2516159164,3.7783,135472184.74,70.92,-46.6447,0.65,0.292306988761,27.2492964764,半导体,2025-04-29,105.25,3.33,69913810221.0,41358645106.0,1186761696.0
sh688251,井松智能,688251.0,-0.01,79864419.65,51.4276027686,-72.1173,-717960.23,92.9350563172,-107.2019,-0.09,0.142885931792,24.1408995201,通用设备,2025-04-26,3292.59,3.97,3284198980.0,1954824444.0,59963940.0
sh688252,天德钰,688252.0,0.17,554270119.55,60.5237295537,-10.3302,70568105.32,116.96,-14.8644,3.18,-0.057391762915,24.4633747531,半导体,2025-04-30,38.65,5.11,11779814621.0,5251377168.0,182339485.0
sh688253,英诺特,688253.0,0.7,206965618.84,-26.5067284187,105.795,95289652.25,-34.77,4127.5556,4.7,0.840963650729,83.1207504871,生物制品,2025-04-26,16.84,2.08,4212267717.0,2132106600.0,69336800.0
sh688255,凯尔达,688255.0,0.05,163658270.73,2.7665113206,55.0344,4980506.06,-59.41,152.2685,0.47,0.105868286739,17.8878438892,专用设备,2025-04-25,914.4,4.14,4325143712.0,4325143712.0,109858870.0
sh688256,寒武纪,688256.0,0.85,1111398926.8,4230.2203024577,12.3581,355465241.04,256.8155658397,30.6123,6.32,-3.352104625913,55.9897126931,半导体,2025-04-19,266.99,81.25,554314046800.0,554314046800.0,418350224.0
sh688257,新锐股份,688257.0,0.2586,528305638.31,33.9448580244,3.9961,46188475.36,7.45,0.5709,2.08,0.101375160551,32.0159530269,有色金属,2025-04-30,24.85,2.23,5010308804.0,5010308804.0,252408504.0
sh688258,卓易信息,688258.0,0.16,85215616.85,20.9784063546,6.5076,18798741.85,11.08,47.405,2.21,0.154129649513,61.5347499535,互联网服务,2025-04-28,163.63,10.32,8877303127.0,8877303127.0,121142237.0
sh688259,创耀科技,688259.0,0.11,87760476.18,-28.6643815225,-46.623,11794960.74,-22.11,-13.1992,0.78,-0.042039478693,28.7417366313,半导体,2025-04-25,82.13,3.41,5239847000.0,5239847000.0,111700000.0
sh688260,昀冢科技,688260.0,-0.4351,100319737.0,-29.029740045,-31.641,-52216961.76,-71.6572902889,-18.0535,-26.43,-0.1037144525,-9.5807307489,消费电子,2025-04-30,-19.34,23.03,3865200000.0,3865200000.0,120000000.0
sh688261,东微半导,688261.0,0.06,282885275.77,63.4150349675,-12.3385,7805691.91,81.78,-18.6661,0.27,-0.711217691416,13.6151147369,半导体,2025-04-30,170.33,3.21,9396132070.0,9361145479.0,122096589.0
sh688262,国芯科技,688262.0,-0.11,87274564.81,-51.1250479666,-16.5808,-34750638.09,25.0217244378,34.7817,-1.6,-0.063269913376,42.3519374178,半导体,2025-04-29,-61.18,5.03,10573917262.0,10573917262.0,335999913.0
sh688265,南模生物,688265.0,-0.01,88396140.55,6.5883109733,-24.0524,-966819.05,92.5035706004,-104.4573,-0.06,-0.343064240191,48.9841205516,生物制品,2025-04-29,108.96,2.34,3958987190.0,3958987190.0,77963513.0
sh688266,泽璟制药,688266.0,-0.11,167641962.39,54.8735538299,12.6345,-28262235.13,28.4489200177,29.2166,-2.28,-0.023622814672,88.3872555281,化学制药,2025-04-19,-205.45,25.42,29914672100.0,29914672100.0,264708186.0
sh688267,中触媒,688267.0,0.23,199025698.64,0.0540009744,38.6889,40712852.31,16.1,27.7737,1.48,0.139046607662,45.9153228425,化学原料,2025-04-25,19.31,1.75,4898360000.0,4898360000.0,176200000.0
sh688268,华特气体,688268.0,0.37,337877035.17,1.5668400689,0.4051,44396504.71,-1.55,-14.7974,2.25,0.515512365172,33.7026375239,电子化学品,2025-04-29,50.19,4.18,7819815185.0,7814550185.0,120223849.0
sh688269,凯立新材,688269.0,0.17,625763432.3,105.2527719998,15.1614,21899613.99,90.48,-23.3628,2.17,-1.522990093264,8.1199894972,化学制品,2025-04-21,43.68,5.31,5345793600.0,5345793600.0,130704000.0
sh688270,臻镭科技,688270.0,0.1,72626718.12,34.8295198859,-39.9566,22466960.22,495.74,563.3646,1.04,-0.071260212958,87.3962694213,半导体,2025-04-23,112.14,6.35,13977569480.0,13977569480.0,214051600.0
