datetime,stock_code,stock_name,action,shares,price,amount,reason,pnl,buy_time_category,price_type,ref_price,fee
2025-06-13 09:43:00,002923.SZ,润都股份,BUY,3300,14.17,46761.0,,,09:30-10:00,预估买入价,14.16,23.38
2025-06-13 09:55:00,603725.SH,天安新材,BUY,5800,8.17,47386.0,,,09:30-10:00,预估买入价,8.16,23.69
2025-06-16 09:32:00,002366.SZ,融发核电,BUY,6500,7.36,47840.0,,,09:30-10:00,预估买入价,7.35,23.92
2025-06-16 14:00:00,003010.SZ,若羽臣,BUY,800,58.13,46504.0,,,13:00-14:50,预估买入价,58.07,23.25
2025-06-17 00:00:00,002923.SZ,润都股份,SELL,3300,13.69,45177.0,跌破五日线,-1629.9700000000014,09:30-10:00,收盘价,13.7,22.59
2025-06-17 00:00:00,603725.SH,天安新材,SELL,5900,7.97,47023.0,跌破五日线,-1227.2000000000012,09:30-10:00,收盘价,7.98,23.51
2025-06-18 13:58:00,603086.SH,先达股份,BUY,4900,10.05,49245.0,,,13:00-14:50,预估买入价,10.04,24.62
2025-06-18 00:00:00,600322.SH,津投城开,SELL,16700,2.81,46927.0,跌破五日线,2624.2900000000022,09:30-10:00,收盘价,2.81,23.46
2025-06-18 00:00:00,002366.SZ,融发核电,SELL,5700,8.19,46683.0,断板止盈,4683.739999999995,09:30-10:00,收盘价,8.2,23.34
2025-06-18 00:00:00,003010.SZ,若羽臣,SELL,800,59.92,47936.0,跌破五日线,1384.7799999999993,13:00-14:50,收盘价,59.98,23.97
2025-06-19 09:30:00,002190.SZ,成飞集成,BUY,1300,37.44,48672.0,,,09:30-10:00,开盘价,37.94,24.34
2025-06-19 09:32:00,002899.SZ,英派斯,BUY,2100,22.67,47607.0,,,09:30-10:00,预估买入价,22.65,23.8
2025-06-19 00:00:00,603086.SH,先达股份,SELL,4900,9.63,47187.00000000001,跌破五日线,-2106.2099999999996,13:00-14:50,收盘价,9.64,23.59
2025-06-20 09:30:00,002537.SZ,海联金汇,BUY,5300,8.86,46958.0,,,09:30-10:00,开盘价,8.96,23.48
2025-06-20 09:30:00,605398.SH,新炬网络,BUY,1500,30.61,45915.0,,,09:30-10:00,开盘价,30.94,22.96
2025-06-20 09:31:00,603332.SH,苏州龙杰,BUY,2600,18.16,47216.0,,,09:30-10:00,预估买入价,18.14,23.61
2025-06-20 09:32:00,003040.SZ,楚天龙,BUY,100,19.9,1989.9999999999998,,,09:30-10:00,预估买入价,19.88,5.0
2025-06-20 00:00:00,002190.SZ,成飞集成,SELL,1300,34.63,45019.0,跌破五日线,-3699.849999999994,09:30-10:00,收盘价,34.66,22.51
2025-06-20 00:00:00,002899.SZ,英派斯,SELL,2200,21.55,47410.0,跌破五日线,-2511.5000000000023,09:30-10:00,收盘价,21.57,23.7
2025-06-23 09:30:00,002855.SZ,捷荣技术,BUY,2200,18.15,39930.0,,,09:30-10:00,开盘价,18.93,19.96
2025-06-23 09:30:00,603685.SH,晨丰科技,BUY,100,13.11,1311.0,,,09:30-10:00,开盘价,13.77,5.0
2025-06-23 00:00:00,605398.SH,新炬网络,SELL,1600,28.92,46272.0,跌破五日线,-2750.0999999999963,09:30-10:00,收盘价,28.95,23.14
2025-06-23 00:00:00,603332.SH,苏州龙杰,SELL,2800,16.77,46956.0,跌破五日线,-3939.090000000002,09:30-10:00,收盘价,16.79,23.48
2025-06-23 00:00:00,003040.SZ,楚天龙,SELL,2000,24.76,49520.0,断板止盈,9690.240000000005,09:30-10:00,收盘价,24.78,24.76
2025-06-24 00:00:00,002855.SZ,捷荣技术,SELL,2400,18.77,45048.0,跌破五日线,1445.5200000000023,09:30-10:00,收盘价,18.79,22.52
2025-06-24 00:00:00,603685.SH,晨丰科技,SELL,3300,13.53,44649.0,跌破五日线,1358.6799999999998,09:30-10:00,收盘价,13.54,22.32
2025-06-25 10:27:00,002657.SZ,中科金财,BUY,1800,26.24,47232.0,,,10:00-11:30,预估买入价,26.21,23.62
2025-06-26 09:42:00,603226.SH,菲林格尔,BUY,4100,12.07,49487.0,,,09:30-10:00,预估买入价,12.06,24.74
2025-06-26 00:00:00,002537.SZ,海联金汇,SELL,4300,11.07,47601.0,断板止盈,9455.720000000005,09:30-10:00,收盘价,11.08,23.8
2025-06-27 09:30:00,600604.SH,市北高新,BUY,9700,5.19,50343.00000000001,,,09:30-10:00,开盘价,5.18,25.17
2025-06-27 09:30:00,603716.SH,塞力医疗,BUY,3700,13.55,50135.0,,,09:30-10:00,开盘价,13.61,25.07
2025-06-27 09:31:00,003026.SZ,中晶科技,BUY,1300,35.22,45786.0,,,09:30-10:00,预估买入价,35.18,22.89
2025-06-27 09:31:00,600590.SH,泰豪科技,BUY,300,9.27,2781.0,,,09:30-10:00,预估买入价,9.26,5.0
2025-06-30 00:00:00,002657.SZ,中科金财,SELL,1800,27.91,50238.0,跌破五日线,2957.2600000000034,10:00-11:30,收盘价,27.94,25.12
2025-07-01 00:00:00,600604.SH,市北高新,SELL,9800,5.01,49098.0,跌破五日线,-1813.720000000006,09:30-10:00,收盘价,5.02,24.55
2025-07-01 00:00:00,003026.SZ,中晶科技,SELL,1400,36.94,51716.0,炸板卖出,2359.249999999998,09:30-10:00,收盘价,36.98,25.86
2025-07-01 00:00:00,600590.SH,泰豪科技,SELL,5200,9.51,49452.0,跌破五日线,1218.2700000000011,09:30-10:00,收盘价,9.52,24.73
2025-07-02 09:52:00,003031.SZ,中瓷电子,BUY,900,52.55,47295.0,,,09:30-10:00,预估买入价,52.5,23.65
2025-07-02 00:00:00,603226.SH,菲林格尔,SELL,3800,12.88,48944.0,跌破五日线,3028.7900000000022,09:30-10:00,收盘价,12.89,24.47
2025-07-03 09:31:00,002165.SZ,红 宝 丽,BUY,5200,10.09,52468.0,,,09:30-10:00,预估买入价,10.08,26.23
2025-07-04 09:30:00,603040.SH,新坐标,BUY,1300,41.55,54014.99999999999,,,09:30-10:00,开盘价,41.83,27.01
2025-07-04 09:30:00,603127.SH,昭衍新药,BUY,2500,21.83,54574.99999999999,,,09:30-10:00,开盘价,22.0,27.29
2025-07-04 00:00:00,003031.SZ,中瓷电子,SELL,1000,51.74,51740.0,跌破五日线,-859.5199999999952,09:30-10:00,收盘价,51.79,25.87
2025-07-04 00:00:00,002165.SZ,红 宝 丽,SELL,5200,9.85,51220.0,跌破五日线,-1299.840000000001,09:30-10:00,收盘价,9.86,25.61
2025-07-07 09:30:00,000670.SZ,盈方微,BUY,6900,7.86,54234.0,,,09:30-10:00,开盘价,7.85,27.12
2025-07-07 09:30:00,603823.SH,百合花,BUY,3800,14.1,53580.0,,,09:30-10:00,开盘价,14.56,26.79
2025-07-07 09:30:00,605006.SH,山东玻纤,BUY,100,7.67,767.0,,,09:30-10:00,开盘价,7.78,5.0
2025-07-07 00:00:00,603716.SH,塞力医疗,SELL,2600,22.51,58526.00000000001,断板止盈,23241.670000000006,09:30-10:00,收盘价,22.53,29.26
2025-07-07 00:00:00,603040.SH,新坐标,SELL,1300,40.38,52494.0,跌破五日线,-1574.259999999993,09:30-10:00,收盘价,40.42,26.25
2025-07-08 09:30:00,000530.SZ,冰山冷热,BUY,8000,6.94,55520.0,,,09:30-10:00,开盘价,6.94,27.76
2025-07-08 00:00:00,603127.SH,昭衍新药,SELL,2500,24.73,61825.0,炸板卖出,7191.800000000006,09:30-10:00,收盘价,24.75,30.91
2025-07-08 00:00:00,603823.SH,百合花,SELL,3900,14.27,55653.0,跌破五日线,608.3799999999998,09:30-10:00,收盘价,14.28,27.83
2025-07-09 09:30:00,002093.SZ,国脉科技,BUY,4300,13.61,58523.0,,,09:30-10:00,开盘价,13.66,29.26
2025-07-09 09:30:00,605028.SH,世茂能源,BUY,2800,20.29,56812.0,,,09:30-10:00,开盘价,20.5,28.41
2025-07-09 00:00:00,000670.SZ,盈方微,SELL,7100,7.67,54457.0,跌破五日线,-1403.3500000000026,09:30-10:00,收盘价,7.68,27.23
2025-07-09 00:00:00,605006.SH,山东玻纤,SELL,6600,8.67,57222.0,断板止盈,6566.39,09:30-10:00,收盘价,8.68,28.61
2025-07-09 00:00:00,000530.SZ,冰山冷热,SELL,7900,6.92,54668.0,跌破五日线,-213.0900000000036,09:30-10:00,收盘价,6.93,27.33
2025-07-10 00:00:00,002093.SZ,国脉科技,SELL,4300,12.96,55728.00000000001,跌破五日线,-2852.1199999999944,09:30-10:00,收盘价,12.97,27.86
2025-07-10 00:00:00,605028.SH,世茂能源,SELL,2700,20.39,55053.0,跌破五日线,214.06000000000387,09:30-10:00,收盘价,20.41,27.53
2025-07-11 09:30:00,603086.SH,先达股份,BUY,5200,10.78,56056.0,,,09:30-10:00,开盘价,11.11,28.03
2025-07-11 09:36:00,603081.SH,大丰实业,BUY,4800,11.79,56591.99999999999,,,09:30-10:00,预估买入价,11.78,28.3
2025-07-14 00:00:00,603086.SH,先达股份,SELL,5400,10.53,56862.0,跌破五日线,-1406.46,09:30-10:00,收盘价,10.54,28.43
2025-07-15 09:30:00,000819.SZ,岳阳兴长,BUY,3200,17.87,57184.0,,,09:30-10:00,开盘价,17.9,28.59
2025-07-15 09:31:00,003029.SZ,吉大正元,BUY,1800,30.62,55116.0,,,09:30-10:00,预估买入价,30.59,27.56
2025-07-15 09:32:00,002912.SZ,中新赛克,BUY,2200,25.87,56914.0,,,09:30-10:00,预估买入价,25.84,28.46
2025-07-15 09:34:00,600353.SH,旭光电子,BUY,3900,14.56,56784.0,,,09:30-10:00,预估买入价,14.55,28.39
2025-07-15 00:00:00,603081.SH,大丰实业,SELL,4400,13.5,59400.0,断板止盈,7466.000000000004,09:30-10:00,收盘价,13.51,29.7
